,ccd,qid,rcid,field
800059.0,7,4,27,282
800060.0,8,4,31,233
800060.0,13,4,51,1227
800061.0,8,1,28,1228
800061.0,13,1,48,187
800062.0,6,3,22,1375
800062.0,11,2,41,332
800063.0,7,2,25,282
800063.0,16,1,60,1275
800064.0,7,1,24,232
800064.0,15,2,57,1227
800065.0,3,1,8,232
800065.0,11,2,41,1227
800066.0,7,4,27,1274
800066.0,15,3,58,233
800067.0,6,2,21,284
800067.0,15,4,59,1277
800068.0,7,4,27,1274
800069.0,7,4,27,1274
800069.0,15,3,58,233
800070.0,7,3,26,233
800070.0,16,4,63,1228
800071.0,7,2,25,1274
800071.0,16,3,62,233
800072.0,4,4,15,1274
800073.0,6,4,23,1184
800073.0,14,4,55,146
800074.0,6,3,22,1325
800074.0,15,3,58,283
800075.0,2,1,4,232
800075.0,10,2,37,1227
800076.0,11,2,41,233
800077.0,7,3,26,1274
800077.0,16,4,63,233
800078.0,3,2,9,281
800078.0,12,1,44,1274
800079.0,7,1,24,380
800079.0,16,2,61,1373
800080.0,14,2,53,1274
800081.0,7,3,26,1273
800081.0,16,4,63,232
800082.0,1,4,3,1274
800082.0,4,3,14,1275
800082.0,14,1,52,1228
800083.0,2,4,7,1429
800083.0,15,2,57,1377
800084.0,7,4,27,1227
800085.0,1,2,1,1273
800085.0,10,1,36,232
800086.0,6,3,22,1376
800086.0,15,4,59,333
800087.0,3,3,10,1227
800087.0,12,4,47,187
800088.0,10,1,36,282
800089.0,14,1,52,187
800090.0,9,1,32,281
800090.0,12,2,45,282
800091.0,6,3,22,1184
800091.0,15,4,59,146
800092.0,5,3,18,186
800092.0,14,3,54,1184
800093.0,1,3,2,281
800093.0,10,4,39,1274
800094.0,2,1,4,1273
800094.0,10,2,37,232
800095.0,1,4,3,1132
800095.0,4,3,14,1133
800095.0,10,4,39,98
800096.0,6,2,21,1274
800096.0,15,1,56,233
800097.0,3,3,10,729
800097.0,11,3,42,1728
800098.0,4,4,15,1324
800098.0,9,4,35,281
800098.0,12,3,46,282
800099.0,7,4,27,1274
800099.0,15,3,58,233
800100.0,6,4,23,232
800100.0,14,3,54,1227
800101.0,2,4,7,281
800101.0,10,3,38,1274
800102.0,6,2,21,99
800102.0,15,2,57,1101
800103.0,11,2,41,1275
800104.0,1,4,3,1274
800104.0,4,3,14,1275
800104.0,14,1,52,1228
800105.0,6,2,21,1323
800105.0,15,1,56,281
800106.0,9,1,32,1324
800107.0,12,2,45,233
800108.0,4,1,12,1324
800108.0,9,1,32,281
800109.0,2,2,5,1273
800109.0,11,1,40,232
800110.0,5,4,19,435
800110.0,14,4,55,1429
800111.0,15,3,58,1325
800112.0,3,1,8,1429
800112.0,12,4,47,384
800113.0,2,1,4,1184
800113.0,10,4,39,146
800114.0,10,2,37,1322
800115.0,5,3,18,383
800115.0,14,3,54,1376
800116.0,2,4,7,383
800116.0,10,3,38,1376
800117.0,4,4,15,281
800117.0,12,3,46,1274
800118.0,5,4,19,728
800118.0,9,2,33,1727
800119.0,5,4,19,1226
800119.0,8,3,30,1227
800119.0,13,3,50,186
800120.0,14,3,54,185
800121.0,5,2,17,1147
800121.0,8,2,29,1148
800121.0,13,2,49,112
800122.0,6,1,20,489
800122.0,14,3,54,1483
800123.0,7,3,26,1425
800123.0,16,4,63,380
800124.0,2,2,5,1079
800124.0,10,1,36,48
800125.0,1,4,3,1273
800125.0,4,3,14,1274
800125.0,9,3,34,232
800126.0,2,3,6,145
800126.0,10,4,39,1143
800127.0,6,4,23,1481
800128.0,2,3,6,281
800128.0,11,4,43,1274
800129.0,3,3,10,1227
800129.0,13,1,48,1184
800129.0,16,2,61,1185
800130.0,2,4,7,281
800130.0,10,3,38,1274
800131.0,7,2,25,1429
800131.0,16,2,61,384
800132.0,3,2,9,1324
800132.0,12,1,44,282
800133.0,15,3,58,436
800134.0,7,4,27,190
800134.0,16,4,63,1188
800135.0,6,3,22,1274
800135.0,15,3,58,233
800136.0,2,4,7,281
800136.0,15,2,57,233
800137.0,1,2,1,1226
800137.0,9,2,33,186
800138.0,9,2,33,1227
800139.0,16,2,61,233
800140.0,2,3,6,232
800140.0,11,4,43,1227
800141.0,7,3,26,1184
800142.0,2,3,6,107
800142.0,10,3,38,1108
800143.0,7,4,27,1324
800143.0,16,4,63,282
800144.0,3,3,10,1275
800144.0,12,4,47,234
800145.0,6,2,21,1183
800145.0,14,2,53,145
800146.0,3,2,9,1274
800146.0,12,1,44,233
800147.0,8,2,29,1274
800147.0,13,1,48,232
800148.0,14,2,53,436
800149.0,8,1,28,384
800149.0,13,2,49,1376
800150.0,7,4,27,1274
800151.0,11,2,41,146
800152.0,2,4,7,232
800152.0,10,3,38,1227
800153.0,3,4,11,1274
800153.0,11,3,42,233
800154.0,3,3,10,1324
800154.0,13,2,49,1274
800155.0,3,1,8,1108
800155.0,10,1,36,74
800156.0,14,1,52,187
800157.0,1,2,1,231
800157.0,10,1,36,1226
800158.0,6,2,21,1323
800158.0,15,1,56,281
800159.0,3,1,8,1323
800159.0,11,2,41,281
800160.0,2,2,5,107
800160.0,10,2,37,1108
800161.0,2,2,5,1274
800161.0,11,4,43,233
800162.0,7,2,25,282
800162.0,16,2,61,1275
800163.0,7,4,27,1376
800163.0,16,4,63,333
800164.0,5,4,19,227
800164.0,8,3,30,228
800164.0,13,4,51,1222
800165.0,2,3,6,332
800165.0,16,1,60,282
800166.0,5,1,16,1227
800166.0,8,2,29,1228
800166.0,13,2,49,187
800167.0,6,2,21,1274
800167.0,15,1,56,233
800168.0,3,1,8,1274
800168.0,12,1,44,233
800169.0,6,4,23,281
800170.0,5,1,16,1274
800171.0,6,2,21,1274
800171.0,15,1,56,233
800172.0,6,2,21,1274
800172.0,15,1,56,233
800173.0,7,1,24,1272
800173.0,15,2,57,231
800174.0,7,1,24,1274
800174.0,15,2,57,233
800175.0,8,4,31,280
800175.0,16,3,62,1273
800176.0,5,4,19,1143
800176.0,8,3,30,1144
800177.0,7,4,27,1274
800177.0,15,3,58,233
800178.0,5,2,17,145
800178.0,13,4,51,1143
800179.0,1,1,0,233
800179.0,4,2,13,234
800179.0,9,2,33,1228
800180.0,7,2,25,1185
800180.0,16,1,60,147
800181.0,7,4,27,234
800181.0,16,4,63,1229
800182.0,7,1,24,1227
800182.0,15,2,57,187
800183.0,6,1,20,145
800183.0,14,1,52,1143
800184.0,11,3,42,1684
800185.0,1,3,2,232
800185.0,10,4,39,1227
800186.0,2,4,7,281
800186.0,15,1,56,233
800187.0,8,2,29,384
800187.0,13,3,50,1376
800188.0,2,1,4,70
800188.0,12,1,44,1075
800189.0,5,3,18,1226
800189.0,13,3,50,186
800190.0,2,2,5,1428
800190.0,11,1,40,383
800191.0,3,4,11,281
800191.0,12,4,47,1274
800192.0,8,2,29,1228
800192.0,13,1,48,187
800193.0,4,3,14,334
800193.0,14,2,53,283
800194.0,3,1,8,1274
800195.0,7,3,26,1274
800195.0,16,4,63,233
800196.0,9,1,32,1228
800196.0,12,2,45,1229
800197.0,8,4,31,281
800198.0,5,3,18,1430
800198.0,14,3,54,385
800199.0,6,2,21,1275
800199.0,15,4,59,234
800200.0,14,2,53,1142
800201.0,7,1,24,283
800202.0,4,2,13,1274
800202.0,9,3,34,232
800203.0,2,4,7,806
800203.0,10,3,38,1809
800204.0,5,1,16,280
800204.0,8,2,29,281
800204.0,13,1,48,1273
800205.0,2,4,7,1324
800205.0,10,3,38,282
800206.0,7,3,26,1274
800206.0,16,4,63,233
800207.0,5,1,16,232
800207.0,8,2,29,233
800207.0,13,2,49,1227
800208.0,1,4,3,281
800208.0,4,3,14,282
800208.0,14,1,52,233
800209.0,3,1,8,281
800209.0,11,2,41,1274
800210.0,7,4,27,1274
800210.0,16,4,63,233
800211.0,7,4,27,282
800212.0,7,3,26,1133
800212.0,16,3,62,99
800213.0,2,4,7,331
800213.0,11,4,43,1323
800214.0,9,4,35,281
800214.0,12,3,46,282
800215.0,7,1,24,384
800215.0,15,2,57,1377
800216.0,6,3,22,1274
800216.0,15,4,59,233
800217.0,11,2,41,233
800218.0,6,2,21,1274
800218.0,15,1,56,233
800219.0,16,1,60,592
800220.0,1,3,2,280
800220.0,10,4,39,1273
800221.0,2,1,4,1274
800221.0,11,1,40,233
800222.0,5,1,16,332
800222.0,14,1,52,1324
800223.0,7,4,27,1274
800224.0,15,4,59,44
800225.0,1,2,1,1274
800225.0,10,1,36,233
800226.0,5,1,16,233
800226.0,8,2,29,234
800226.0,13,2,49,1228
800227.0,3,2,9,230
800227.0,12,1,44,1225
800228.0,3,1,8,1274
800228.0,11,2,41,233
800229.0,4,4,15,384
800229.0,9,3,34,1376
800230.0,6,3,22,1274
800230.0,15,4,59,233
800231.0,3,2,9,1275
800231.0,12,2,45,234
800232.0,6,2,21,1274
800232.0,15,1,56,233
800233.0,1,2,1,1227
800233.0,10,1,36,187
800234.0,8,3,30,1323
800235.0,6,2,21,380
800236.0,8,3,30,187
800236.0,13,3,50,1184
800237.0,2,4,7,1273
800237.0,10,3,38,232
800238.0,1,3,2,1323
800238.0,10,4,39,281
800239.0,4,4,15,1274
800239.0,9,4,35,232
800239.0,12,3,46,233
800240.0,3,4,11,1314
800240.0,11,4,43,272
800241.0,3,4,11,282
800242.0,16,2,61,1228
800243.0,5,2,17,1228
800243.0,14,2,53,188
800244.0,11,2,41,1186
800245.0,12,1,44,1274
800246.0,6,2,21,309
800246.0,13,2,49,1301
800247.0,7,3,26,281
800247.0,16,4,63,1274
800248.0,10,1,36,332
800249.0,5,1,16,281
800249.0,8,2,29,282
800249.0,13,2,49,1274
800250.0,1,1,0,1226
800250.0,4,2,13,1227
800250.0,9,2,33,186
800251.0,12,1,44,147
800252.0,3,2,9,144
800252.0,11,1,40,1142
800253.0,6,3,22,1274
800253.0,15,3,58,233
800254.0,3,2,9,1228
800254.0,12,1,44,188
800255.0,8,4,31,283
800255.0,13,4,51,1275
800256.0,1,2,1,1273
800256.0,10,1,36,232
800257.0,3,1,8,1274
800257.0,11,2,41,233
800258.0,2,2,5,1274
800258.0,11,1,40,233
800259.0,7,1,24,1231
800259.0,16,1,60,191
800260.0,2,3,6,281
800260.0,11,4,43,1274
800261.0,2,4,7,1273
800261.0,10,3,38,232
800262.0,7,1,24,282
800262.0,16,1,60,1275
800263.0,4,1,12,282
800263.0,9,1,32,1274
800263.0,12,2,45,1275
800264.0,8,3,30,361
800264.0,15,3,58,1353
800265.0,1,2,1,281
800265.0,10,2,37,1274
800266.0,2,2,5,1376
800266.0,11,2,41,333
800268.0,5,2,17,186
800268.0,14,1,52,1184
800269.0,1,3,2,282
800269.0,14,2,53,234
800270.0,7,3,26,1323
800271.0,7,4,27,1274
800271.0,15,3,58,233
800272.0,1,2,1,1274
800272.0,10,1,36,233
800273.0,1,1,0,1324
800273.0,4,2,13,1325
800273.0,9,3,34,282
800274.0,5,3,18,46
800274.0,8,3,30,47
800274.0,13,4,51,1053
800274.0,16,3,62,1054
800275.0,2,3,6,281
800275.0,11,4,43,1274
800276.0,1,2,1,332
800276.0,10,3,38,1324
800277.0,7,1,24,1183
800278.0,5,2,17,1227
800278.0,14,4,55,187
800279.0,1,4,3,1142
800279.0,4,3,14,1143
800280.0,5,4,19,333
800280.0,14,4,55,1325
800281.0,2,2,5,1323
800281.0,11,1,40,281
800282.0,2,1,4,1183
800282.0,10,1,36,145
800283.0,15,2,57,1227
800284.0,3,2,9,1274
800284.0,12,1,44,233
800285.0,8,4,31,1323
800285.0,9,1,32,280
800286.0,4,1,12,71
800286.0,11,1,40,1075
800287.0,11,2,41,1375
800288.0,5,3,18,281
800288.0,14,4,55,1274
800289.0,6,4,23,1324
800290.0,2,4,7,1481
800290.0,16,1,60,1430
800291.0,10,2,37,1324
800292.0,6,3,22,1274
800293.0,7,2,25,1324
800293.0,16,2,61,282
800294.0,2,3,6,281
800294.0,15,2,57,233
800295.0,7,2,25,111
800295.0,13,1,48,1111
800295.0,16,2,61,1112
800296.0,1,4,3,382
800296.0,4,3,14,383
800296.0,14,2,53,332
800297.0,6,1,20,281
800297.0,14,2,53,1274
800298.0,2,4,7,232
800298.0,15,1,56,187
800299.0,1,1,0,1102
800299.0,4,1,12,1103
800299.0,10,4,39,69
800300.0,12,2,45,1227
800301.0,11,1,40,233
800302.0,6,2,21,233
800302.0,15,4,59,1228
800303.0,7,2,25,233
800303.0,16,2,61,1228
800304.0,6,1,20,172
800304.0,14,3,54,1170
800305.0,6,3,22,1274
800306.0,16,1,60,1144
800307.0,8,4,31,1228
800307.0,9,1,32,187
800307.0,12,2,45,188
800308.0,1,1,0,1101
800308.0,4,2,13,1102
800308.0,10,1,36,68
800309.0,8,4,31,333
800309.0,13,4,51,1324
800310.0,14,3,54,282
800311.0,3,1,8,333
800312.0,5,1,16,281
800312.0,8,2,29,282
800312.0,13,3,50,1274
800313.0,6,3,22,1274
800313.0,15,4,59,233
800314.0,7,4,27,1274
800314.0,16,4,63,233
800315.0,7,1,24,1275
800316.0,4,2,13,384
800316.0,9,2,33,1376
800317.0,5,3,18,233
800317.0,14,4,55,1228
800318.0,1,2,1,331
800318.0,10,1,36,1323
800319.0,6,4,23,381
800320.0,2,1,4,1375
800320.0,10,3,38,332
800321.0,7,4,27,1324
800321.0,15,3,58,282
800322.0,7,3,26,234
800322.0,9,1,32,1228
800322.0,12,2,45,1229
800323.0,4,1,12,1228
800323.0,9,1,32,187
800323.0,12,2,45,188
800324.0,16,2,61,1228
800325.0,4,4,15,1184
800325.0,16,1,60,1144
800326.0,5,2,17,1141
800326.0,16,1,60,107
800327.0,1,4,3,1323
800327.0,4,3,14,1324
800327.0,9,3,34,281
800328.0,2,3,6,135
800328.0,13,1,48,99
800329.0,4,2,13,334
800329.0,9,3,34,1325
800330.0,6,1,20,1230
800330.0,15,1,56,190
800331.0,6,1,20,1071
800331.0,14,2,53,41
800332.0,2,4,7,232
800332.0,15,1,56,187
800333.0,1,3,2,1323
800333.0,10,3,38,281
800334.0,3,2,9,333
800334.0,12,4,47,1325
800335.0,7,3,26,233
800335.0,16,3,62,1228
800336.0,8,1,28,233
800336.0,13,1,48,1227
800337.0,8,1,28,1275
800337.0,13,1,48,233
800338.0,8,1,28,384
800338.0,13,1,48,1376
800338.0,16,2,61,1377
800339.0,2,1,4,232
800339.0,10,3,38,1227
800340.0,6,3,22,540
800340.0,15,4,59,1535
800341.0,1,3,2,1274
800341.0,10,4,39,233
800342.0,1,2,1,262
800342.0,9,1,32,1256
800343.0,6,2,21,1274
800343.0,15,4,59,233
800344.0,4,4,15,1274
800344.0,9,4,35,232
800344.0,12,3,46,233
800345.0,1,1,0,281
800345.0,4,2,13,282
800345.0,9,2,33,1274
800346.0,3,4,11,282
800346.0,11,3,42,1275
800346.0,16,2,61,234
800347.0,8,3,30,27
800347.0,14,2,53,1023
800347.0,14,4,55,1036
800348.0,8,1,28,1324
800348.0,13,1,48,281
800349.0,6,4,23,1274
800349.0,14,3,54,233
800350.0,1,4,3,281
800350.0,4,3,14,282
800350.0,9,3,34,1274
800351.0,10,3,38,281
800352.0,9,1,32,108
800352.0,12,2,45,109
800353.0,6,3,22,1227
800354.0,3,2,9,1323
800354.0,12,1,44,281
800355.0,7,3,26,233
800355.0,16,4,63,1228
800356.0,5,1,16,187
800356.0,8,2,29,188
800356.0,13,3,50,1185
800357.0,10,2,37,74
800358.0,2,4,7,281
800358.0,10,3,38,1274
800359.0,2,4,7,281
800360.0,6,1,20,1430
800360.0,15,4,59,385
800361.0,1,4,3,232
800361.0,4,3,14,233
800361.0,14,1,52,187
800362.0,9,1,32,281
800363.0,2,2,5,1274
800363.0,11,1,40,233
800364.0,4,4,15,1324
800364.0,9,4,35,281
800365.0,4,4,15,1274
800365.0,13,2,49,1227
800366.0,8,4,31,282
800366.0,13,4,51,1274
800367.0,16,4,63,1075
800368.0,6,4,23,1274
800368.0,14,3,54,233
800369.0,1,4,3,1323
800369.0,4,3,14,1324
800369.0,14,1,52,1274
800370.0,7,4,27,310
800370.0,14,3,54,1302
800371.0,4,4,15,1274
800371.0,9,4,35,232
800371.0,12,3,46,233
800372.0,8,4,31,1228
800372.0,13,4,51,187
800373.0,7,3,26,233
800374.0,1,4,3,280
800374.0,4,3,14,281
800374.0,9,3,34,1273
800375.0,2,2,5,1274
800375.0,11,1,40,233
800376.0,7,4,27,187
800377.0,9,1,32,1274
800378.0,6,3,22,232
800378.0,15,4,59,1227
800379.0,1,3,2,232
800379.0,10,4,39,1227
800380.0,7,4,27,1183
800381.0,5,4,19,1274
800382.0,1,4,3,1323
800382.0,4,3,14,1324
800382.0,9,3,34,281
800383.0,3,3,10,332
800383.0,12,3,46,1324
800384.0,2,1,4,1273
800385.0,11,2,41,1377
800386.0,2,4,7,322
800386.0,10,4,39,1314
800387.0,5,2,17,1274
800387.0,14,1,52,233
800388.0,8,4,31,1274
800388.0,13,4,51,232
800388.0,16,3,62,233
800389.0,5,1,16,1274
800389.0,8,2,29,1275
800389.0,13,3,50,233
800390.0,6,3,22,1274
800390.0,15,4,59,233
800391.0,6,1,20,186
800391.0,14,2,53,1184
800392.0,2,2,5,1273
800392.0,11,1,40,232
800393.0,2,4,7,280
800393.0,15,1,56,232
800394.0,2,1,4,1324
800394.0,11,1,40,282
800395.0,2,3,6,359
800395.0,9,3,34,1351
800396.0,9,1,32,281
800396.0,12,2,45,282
800397.0,13,4,51,1274
800397.0,16,3,62,1275
800398.0,11,2,41,1274
800399.0,6,3,22,1374
800399.0,15,4,59,331
800400.0,4,1,12,1275
800400.0,9,1,32,233
800400.0,12,2,45,234
800402.0,5,1,16,233
800402.0,8,2,29,234
800402.0,13,2,49,1228
800403.0,6,4,23,232
800403.0,14,3,54,1227
800404.0,4,2,13,282
800404.0,9,2,33,1274
800405.0,6,2,21,1273
800405.0,15,1,56,232
800406.0,6,1,20,1228
800407.0,5,2,17,1185
800407.0,14,1,52,147
800408.0,8,1,28,233
800408.0,13,1,48,1227
800409.0,11,2,41,233
800410.0,4,1,12,1376
800410.0,9,1,32,332
800410.0,12,2,45,333
800411.0,3,2,9,1227
800411.0,12,4,47,187
800412.0,6,3,22,1274
800412.0,15,4,59,233
800413.0,7,4,27,147
800413.0,15,4,59,1145
800414.0,5,2,17,1227
800414.0,14,1,52,187
800415.0,11,3,42,233
800416.0,7,1,24,74
800416.0,15,1,56,1078
800417.0,6,2,21,1274
800417.0,15,1,56,233
800418.0,3,4,11,1376
800418.0,12,4,47,333
800419.0,6,2,21,1273
800419.0,15,1,56,232
800420.0,7,1,24,1080
800420.0,15,3,58,49
800421.0,4,4,15,1324
800421.0,9,4,35,281
800422.0,5,1,16,1227
800422.0,13,3,50,187
800423.0,8,4,31,281
800423.0,13,4,51,1273
800423.0,16,3,62,1274
800424.0,9,1,32,280
800424.0,12,2,45,281
800425.0,3,4,11,281
800425.0,7,2,25,1274
800425.0,16,1,60,233
800426.0,3,4,11,1274
800426.0,11,3,42,233
800427.0,7,1,24,1228
800427.0,15,2,57,188
800429.0,6,1,20,380
800429.0,15,4,59,1373
800430.0,12,2,45,1228
800431.0,11,1,40,234
800432.0,3,3,10,361
800432.0,14,1,52,310
800433.0,4,4,15,332
800433.0,9,4,35,1323
800433.0,12,3,46,1324
800434.0,11,2,41,1183
800435.0,6,4,23,1225
800435.0,14,4,55,185
800436.0,4,4,15,1274
800436.0,9,4,35,232
800436.0,12,3,46,233
800437.0,3,4,11,1274
800437.0,12,4,47,233
800438.0,3,2,9,1274
800438.0,12,1,44,233
800439.0,6,3,22,1274
800439.0,15,4,59,233
800440.0,1,3,2,1325
800440.0,10,3,38,283
800441.0,6,1,20,1184
800441.0,14,2,53,146
800442.0,1,2,1,384
800442.0,10,3,38,1377
800443.0,6,4,23,1374
800443.0,14,3,54,331
800444.0,4,1,12,1684
800444.0,9,4,35,639
800444.0,12,3,46,640
800445.0,1,3,2,232
800445.0,10,4,39,1227
800446.0,6,2,21,70
800446.0,16,2,61,1075
800447.0,2,1,4,186
800447.0,11,4,43,1184
800448.0,7,4,27,1183
800448.0,15,4,59,145
800449.0,6,2,21,1274
800449.0,15,2,57,233
800450.0,6,3,22,233
800450.0,15,3,58,1228
800451.0,8,1,28,1274
800451.0,13,1,48,232
800452.0,6,3,22,1274
800452.0,15,4,59,233
800453.0,1,4,3,1274
800453.0,4,3,14,1275
800454.0,3,1,8,233
800454.0,12,1,44,1228
800455.0,1,4,3,1106
800455.0,4,4,15,1107
800455.0,11,4,43,73
800456.0,6,1,20,1324
800456.0,14,2,53,282
800457.0,2,4,7,1678
800457.0,13,1,48,1630
800457.0,16,2,61,1631
800458.0,10,2,37,146
800459.0,6,1,20,1148
800459.0,14,1,52,113
800460.0,4,1,12,1226
800460.0,12,1,44,186
800461.0,3,4,11,232
800461.0,11,3,42,1227
800461.0,16,1,60,187
800462.0,9,2,33,1274
800463.0,6,3,22,1323
800464.0,12,1,44,233
800465.0,1,2,1,1273
800465.0,10,1,36,232
800466.0,5,1,16,75
800466.0,8,1,28,76
800466.0,13,3,50,1079
800467.0,1,3,2,281
800467.0,6,1,20,1274
800467.0,14,2,53,233
800468.0,6,1,20,188
800468.0,15,4,59,1186
800469.0,8,2,29,1275
800469.0,13,2,49,233
800470.0,7,4,27,233
800470.0,16,4,63,1228
800471.0,5,2,17,281
800471.0,14,1,52,1274
800472.0,6,2,21,1227
800472.0,15,1,56,187
800473.0,5,4,19,1227
800473.0,8,3,30,1228
800473.0,13,3,50,187
800474.0,5,3,18,281
800474.0,14,4,55,1274
800475.0,4,4,15,1324
800475.0,9,4,35,281
800476.0,3,4,11,1227
800476.0,11,3,42,187
800477.0,5,4,19,233
800477.0,8,3,30,234
800477.0,13,3,50,1228
800478.0,2,2,5,233
800478.0,11,2,41,1228
800479.0,7,3,26,283
800480.0,6,4,23,1212
800481.0,9,2,33,232
800482.0,3,1,8,1274
800482.0,11,2,41,233
800484.0,5,4,19,1274
800485.0,7,2,25,1228
800485.0,16,1,60,188
800486.0,5,4,19,686
800486.0,8,3,30,687
800486.0,13,3,50,1684
800487.0,12,1,44,233
800488.0,6,4,23,383
800489.0,2,2,5,281
800489.0,11,1,40,1274
800490.0,1,3,2,281
800490.0,6,1,20,1274
800490.0,14,2,53,233
800491.0,3,1,8,1274
800491.0,11,2,41,233
800492.0,8,2,29,1228
800492.0,13,1,48,187
800493.0,1,4,3,280
800493.0,4,3,14,281
800493.0,14,1,52,232
800494.0,5,3,18,332
800494.0,14,3,54,1324
800495.0,3,4,11,281
800495.0,11,3,42,1274
800496.0,1,4,3,383
800496.0,6,1,20,1376
800496.0,15,1,56,333
800497.0,7,3,26,1323
800497.0,16,4,63,281
800498.0,6,4,23,107
800498.0,14,4,55,1108
800499.0,3,1,8,1727
800500.0,1,2,1,281
800500.0,10,2,37,1274
800501.0,6,1,20,333
800501.0,14,2,53,1325
800502.0,1,3,2,1428
800502.0,15,1,56,1376
800503.0,5,4,19,1375
800503.0,8,3,30,1376
800504.0,4,4,15,282
800504.0,9,4,35,1274
800505.0,2,1,4,1586
800505.0,11,1,40,540
800506.0,7,4,27,1324
800507.0,6,4,23,281
800507.0,14,3,54,1274
800508.0,7,3,26,1274
800508.0,12,1,44,233
800509.0,8,1,28,1055
800509.0,15,2,57,27
800510.0,8,4,31,1274
800510.0,13,4,51,232
800510.0,16,3,62,233
800511.0,6,3,22,1376
800511.0,15,4,59,333
800512.0,10,1,36,232
800513.0,5,3,18,78
800513.0,8,3,30,79
800513.0,15,4,59,1082
800514.0,3,3,10,833
800514.0,7,2,25,1839
800514.0,15,1,56,806
800515.0,2,3,6,1228
800515.0,11,4,43,188
800516.0,9,2,33,1053
800517.0,7,1,24,1274
800517.0,15,2,57,233
800518.0,4,4,15,1275
800518.0,9,3,34,233
800519.0,7,4,27,1324
800520.0,4,1,12,1274
800520.0,9,1,32,232
800520.0,12,2,45,233
800521.0,3,1,8,282
800521.0,11,2,41,1275
800522.0,3,2,9,282
800522.0,12,2,45,1275
800523.0,3,4,11,281
800523.0,16,1,60,233
800524.0,15,3,58,233
800525.0,6,1,20,233
800525.0,14,2,53,1228
800526.0,4,4,15,1228
800526.0,9,4,35,187
800527.0,3,2,9,185
800527.0,12,1,44,1183
800528.0,1,4,3,280
800528.0,4,3,14,281
800528.0,9,4,35,1273
800529.0,6,3,22,1274
800529.0,15,3,58,233
800530.0,1,3,2,332
800530.0,15,1,56,282
800531.0,6,3,22,1534
800531.0,15,3,58,488
800532.0,1,2,1,185
800532.0,10,4,39,1183
800533.0,2,3,6,1507
800533.0,9,3,34,460
800534.0,2,2,5,1274
800534.0,11,2,41,233
800535.0,1,2,1,1274
