,ccd,qid,rcid,field
100216.0,16,3,62,1228
100217.0,6,1,20,332
100217.0,15,4,59,1324
100218.0,2,4,7,1106
100218.0,15,2,57,1077
100219.0,6,4,23,639
100219.0,14,3,54,1636
100220.0,1,2,1,1274
100220.0,10,4,39,233
100221.0,1,3,2,1228
100221.0,15,1,56,1186
100222.0,6,3,22,1274
100222.0,15,4,59,233
100223.0,8,2,29,383
100223.0,13,2,49,1375
100224.0,7,1,24,283
100224.0,16,1,60,1276
100225.0,6,2,21,1274
100225.0,15,1,56,233
100226.0,7,1,24,1274
100226.0,15,2,57,233
100227.0,3,4,11,1274
100227.0,16,2,61,1228
100228.0,1,4,3,1323
100228.0,4,3,14,1324
100228.0,14,1,52,1274
100229.0,6,3,22,1429
100230.0,8,4,31,1375
100230.0,13,4,51,331
100231.0,7,4,27,1274
100231.0,15,3,58,233
100232.0,4,2,13,1274
100232.0,9,2,33,232
100233.0,5,4,19,233
100233.0,8,3,30,234
100233.0,13,3,50,1228
100234.0,1,3,2,1106
100234.0,4,3,14,1107
100234.0,11,3,42,73
100235.0,2,3,6,281
100235.0,11,4,43,1274
100236.0,2,4,7,232
100236.0,10,3,38,1227
100237.0,16,1,60,1078
100238.0,6,1,20,1274
100238.0,14,3,54,233
100239.0,7,1,24,1227
100239.0,15,3,58,187
100240.0,7,1,24,1227
100240.0,15,2,57,187
100241.0,2,1,4,1184
100241.0,10,1,36,146
100242.0,6,3,22,1274
100242.0,15,4,59,233
100243.0,8,2,29,1325
100243.0,13,3,50,282
100244.0,7,4,27,1274
100244.0,15,3,58,233
100245.0,1,4,3,281
100245.0,4,3,14,282
100246.0,2,1,4,232
100246.0,10,2,37,1227
100247.0,6,2,21,1481
100247.0,15,2,57,436
100248.0,5,4,19,72
100248.0,8,3,30,73
100248.0,16,4,63,1077
100249.0,7,4,27,1274
100249.0,15,3,58,233
100250.0,2,4,7,1274
100250.0,10,3,38,233
100251.0,10,2,37,1274
100252.0,5,2,17,187
100252.0,14,1,52,1185
100253.0,1,4,3,1227
100253.0,4,3,14,1228
100253.0,9,3,34,187
100254.0,4,1,12,1228
100254.0,12,2,45,188
100255.0,7,2,25,1274
100255.0,16,1,60,233
100256.0,7,3,26,1232
100256.0,16,3,62,192
100257.0,6,1,20,1274
100258.0,3,2,9,1227
100258.0,12,1,44,187
100259.0,7,2,25,187
100259.0,13,1,48,1184
100259.0,16,2,61,1185
100260.0,7,1,24,1274
100260.0,15,3,58,233
100261.0,1,2,1,69
100261.0,4,2,13,70
100261.0,11,1,40,1074
100262.0,2,3,6,435
100262.0,11,3,42,1429
100263.0,2,3,6,1324
100263.0,11,4,43,282
100264.0,8,1,28,1274
100264.0,13,4,51,232
100264.0,16,3,62,233
100265.0,7,4,27,1227
100265.0,15,3,58,187
100266.0,5,2,17,281
100266.0,14,1,52,1274
100267.0,5,4,19,232
100267.0,8,3,30,233
100267.0,13,3,50,1227
100268.0,8,2,29,1273
100268.0,13,2,49,231
100269.0,6,4,23,1079
100269.0,13,3,50,48
100270.0,3,3,10,1323
100270.0,12,4,47,281
100271.0,15,3,58,233
100272.0,6,2,21,540
100272.0,15,2,57,1535
100273.0,1,4,3,332
100273.0,10,4,39,1324
100275.0,15,3,58,1274
100276.0,1,4,3,232
100276.0,4,3,14,233
100276.0,9,3,34,1227
100277.0,11,2,41,233
100278.0,5,1,16,1227
100278.0,8,2,29,1228
100278.0,13,2,49,187
100279.0,2,2,5,1324
100279.0,11,1,40,282
100280.0,4,1,12,1274
100280.0,9,1,32,232
100280.0,12,2,45,233
100281.0,7,4,27,1143
100281.0,14,3,54,108
100282.0,5,3,18,382
100282.0,14,3,54,1375
100283.0,2,2,5,1272
100283.0,11,1,40,231
100284.0,2,1,4,1323
100284.0,10,2,37,281
100285.0,6,1,20,1273
100285.0,14,2,53,232
100286.0,2,3,6,1274
100286.0,11,4,43,233
100287.0,3,3,10,1274
100287.0,13,1,48,1227
100288.0,2,3,6,73
100288.0,10,3,38,1077
100288.0,13,1,48,46
100289.0,1,2,1,280
100289.0,10,4,39,1273
100290.0,5,2,17,435
100290.0,14,4,55,1429
100291.0,12,1,44,1228
100292.0,7,1,24,1481
100292.0,16,1,60,436
100293.0,15,4,59,187
100294.0,2,3,6,1636
100294.0,11,3,42,591
100294.0,16,1,60,1587
100295.0,12,1,44,232
100296.0,7,2,25,233
100296.0,16,2,61,1228
100297.0,3,3,10,1324
100297.0,12,4,47,282
100297.0,13,1,48,1274
100298.0,7,3,26,231
100298.0,16,4,63,1226
100299.0,5,3,18,232
100300.0,6,4,23,543
100301.0,7,2,25,1227
100301.0,16,1,60,187
100302.0,1,1,0,1226
100302.0,4,2,13,1227
100302.0,9,2,33,186
100303.0,3,3,10,282
100303.0,13,1,48,233
100303.0,16,2,61,234
100304.0,8,4,31,1183
100305.0,7,3,26,1273
100305.0,16,4,63,232
100306.0,5,3,18,1279
100306.0,14,3,54,238
100307.0,6,4,23,1323
100307.0,14,3,54,281
100308.0,6,4,23,332
100308.0,14,3,54,1324
100309.0,8,4,31,282
100309.0,9,1,32,1274
100310.0,4,4,15,233
100310.0,9,4,35,1227
100310.0,13,2,49,187
100311.0,6,1,20,1227
100311.0,14,3,54,187
100312.0,3,3,10,1377
100312.0,13,2,49,1325
100313.0,7,3,26,1274
100314.0,1,1,0,281
100314.0,4,2,13,282
100314.0,9,2,33,1274
100315.0,5,3,18,188
100315.0,14,3,54,1186
100316.0,15,1,56,44
100317.0,5,1,16,281
100317.0,8,2,29,282
100317.0,13,3,50,1274
100318.0,7,1,24,1274
100318.0,15,3,58,233
100319.0,6,4,23,187
100319.0,14,3,54,1185
100320.0,5,3,18,232
100320.0,14,4,55,1227
100321.0,5,4,19,281
100321.0,8,3,30,282
100322.0,4,4,15,333
100322.0,9,4,35,1324
100323.0,1,3,2,383
100323.0,10,3,38,1376
100324.0,7,3,26,233
100324.0,16,4,63,1228
100325.0,1,4,3,1430
100325.0,4,3,14,1431
100325.0,10,4,39,385
100326.0,2,1,4,186
100326.0,10,2,37,1184
100327.0,9,2,33,1144
100328.0,2,4,7,330
100328.0,10,3,38,1322
100329.0,12,1,44,233
100330.0,4,1,12,1227
100330.0,9,4,35,186
100330.0,12,3,46,187
100331.0,2,1,4,1273
100331.0,10,3,38,232
100332.0,3,2,9,333
100332.0,12,2,45,1325
100333.0,1,2,1,107
100333.0,4,2,13,108
100333.0,9,4,35,1108
100334.0,1,4,3,332
100334.0,4,3,14,333
100334.0,14,2,53,282
100335.0,4,4,15,1144
100335.0,11,3,42,109
100336.0,7,3,26,232
100336.0,16,4,63,1227
100337.0,9,2,33,1274
100338.0,6,2,21,332
100338.0,15,1,56,1324
100339.0,3,4,11,233
100339.0,12,4,47,1228
100340.0,4,1,12,1325
100340.0,9,3,34,282
100341.0,8,4,31,1274
100341.0,16,3,62,233
100342.0,2,3,6,686
100343.0,5,4,19,232
100343.0,8,3,30,233
100343.0,13,3,50,1227
100344.0,3,3,10,232
100344.0,12,4,47,1227
100345.0,7,3,26,1274
100345.0,16,4,63,233
100346.0,5,1,16,1427
100346.0,8,2,29,1428
100347.0,2,1,4,232
100347.0,10,2,37,1227
100348.0,5,4,19,281
100348.0,8,3,30,282
100348.0,13,3,50,1274
100349.0,3,4,11,281
100349.0,16,2,61,233
100350.0,7,2,25,233
100350.0,16,1,60,1228
100351.0,2,4,7,1533
100351.0,16,1,60,1481
100352.0,3,1,8,1274
100352.0,11,2,41,233
100353.0,6,2,21,1274
100353.0,15,1,56,233
100354.0,3,4,11,1274
100354.0,12,4,47,233
100355.0,5,2,17,231
100356.0,6,3,22,1274
100356.0,11,1,40,233
100357.0,6,2,21,1227
100357.0,15,1,56,187
100358.0,1,1,0,281
100358.0,10,1,36,1274
100359.0,7,1,24,187
100360.0,4,4,15,333
100360.0,9,4,35,1324
100361.0,6,3,22,1274
100361.0,15,4,59,233
100362.0,5,2,17,1481
100362.0,14,2,53,436
100363.0,6,4,23,1274
100363.0,14,3,54,233
100364.0,1,3,2,1677
100364.0,16,1,60,1630
100365.0,7,2,25,1274
100365.0,16,1,60,233
100366.0,1,4,3,1227
100366.0,4,3,14,1228
100366.0,14,2,53,1185
100367.0,6,1,20,435
100368.0,5,4,19,1274
100368.0,8,3,30,1275
100368.0,13,3,50,233
100369.0,4,1,12,1102
100369.0,9,2,33,68
100370.0,1,4,3,185
100370.0,4,3,14,186
100370.0,9,3,34,1183
100370.0,13,2,49,145
100371.0,12,2,45,1228
100372.0,6,2,21,1274
100372.0,15,1,56,233
100373.0,2,2,5,233
100373.0,11,3,42,1228
100374.0,6,1,20,1228
100374.0,14,2,53,188
100375.0,6,3,22,233
100375.0,15,4,59,1228
100376.0,7,1,24,1274
100376.0,15,3,58,233
100377.0,6,4,23,281
100377.0,14,3,54,1274
100378.0,5,4,19,186
100378.0,14,4,55,1184
100379.0,1,3,2,281
100379.0,10,4,39,1274
100380.0,2,2,5,1728
100380.0,11,4,43,687
100381.0,6,3,22,1274
100381.0,15,4,59,233
100382.0,3,3,10,381
100382.0,12,3,46,1374
100383.0,3,2,9,1376
100383.0,12,1,44,333
100384.0,5,1,16,232
100384.0,8,2,29,233
100384.0,13,2,49,1227
100385.0,2,2,5,281
100385.0,11,4,43,1274
100386.0,7,1,24,233
100386.0,16,4,63,1228
100387.0,6,4,23,1273
100387.0,14,3,54,232
100388.0,5,2,17,1274
100388.0,14,1,52,233
100389.0,11,2,41,189
100390.0,1,3,2,1272
100390.0,10,4,39,231
100391.0,3,4,11,1274
100391.0,11,3,42,233
100392.0,7,1,24,1184
100392.0,15,1,56,146
100393.0,9,2,33,60
100394.0,6,4,23,1274
100394.0,14,3,54,233
100395.0,5,3,18,186
100396.0,7,4,27,106
100396.0,15,4,59,1107
100397.0,8,4,31,1274
100397.0,13,4,51,232
100397.0,16,3,62,233
100398.0,2,4,7,1226
100398.0,10,4,39,186
100399.0,6,2,21,187
100399.0,15,3,58,1185
100400.0,8,4,31,333
100400.0,13,4,51,1324
100400.0,16,3,62,1325
100401.0,4,1,12,1324
100401.0,9,1,32,281
100401.0,12,2,45,282
100402.0,1,4,3,1324
100402.0,4,3,14,1325
100403.0,7,3,26,1227
100403.0,12,1,44,187
100404.0,7,1,24,1228
100404.0,15,2,57,188
100405.0,8,4,31,282
100406.0,2,2,5,1274
100406.0,11,1,40,233
100407.0,5,2,17,282
100407.0,14,1,52,1275
100408.0,8,1,28,281
100408.0,13,1,48,1273
100409.0,7,4,27,233
100409.0,15,3,58,1228
100410.0,5,4,19,332
100410.0,8,3,30,333
100410.0,13,3,50,1324
100411.0,2,4,7,1482
100411.0,11,4,43,437
100412.0,7,2,25,1227
100412.0,16,1,60,187
100413.0,7,2,25,281
100413.0,16,1,60,1274
100414.0,3,3,10,686
100414.0,12,4,47,1684
100415.0,1,3,2,1274
100415.0,10,4,39,233
100416.0,7,1,24,1376
100416.0,16,1,60,333
100417.0,7,1,24,282
100417.0,15,2,57,1275
100418.0,5,2,17,187
100418.0,14,1,52,1185
100419.0,10,1,36,488
100420.0,1,3,2,281
100420.0,10,4,39,1274
100421.0,10,1,36,233
100422.0,2,2,5,332
100422.0,11,1,40,1324
100423.0,6,2,21,1274
100423.0,15,1,56,233
100424.0,1,1,0,332
100424.0,10,1,36,1324
100425.0,7,4,27,1274
100425.0,15,3,58,233
100426.0,5,2,17,232
100426.0,14,1,52,1227
100427.0,5,3,18,1226
100427.0,13,3,50,186
100428.0,4,1,12,234
100428.0,9,2,33,1228
100429.0,3,4,11,1170
100429.0,11,4,43,133
100430.0,1,4,3,145
100430.0,4,3,14,146
100430.0,9,4,35,1143
100430.0,12,3,46,1144
100431.0,2,4,7,1274
100431.0,10,3,38,233
100432.0,5,2,17,1429
100432.0,14,2,53,384
100433.0,7,2,25,280
100433.0,15,2,57,1273
100434.0,1,2,1,435
100434.0,10,2,37,1429
100435.0,9,1,32,280
100435.0,12,2,45,281
100436.0,2,2,5,1143
100436.0,9,2,33,108
100437.0,3,4,11,1274
100437.0,16,2,61,1228
100438.0,2,3,6,1274
100438.0,11,3,42,233
100439.0,5,2,17,1274
100439.0,14,4,55,233
100440.0,2,4,7,281
100440.0,10,3,38,1274
100441.0,1,2,1,1227
100442.0,6,3,22,1274
100442.0,15,4,59,233
100443.0,2,4,7,281
100444.0,6,2,21,1376
100444.0,15,1,56,333
100445.0,2,1,4,233
100445.0,11,1,40,1228
100446.0,6,3,22,1185
100447.0,5,3,18,1274
100447.0,14,4,55,233
100448.0,5,4,19,1273
100448.0,8,3,30,1274
100448.0,13,3,50,232
100449.0,6,3,22,233
100449.0,15,4,59,1228
100450.0,12,1,44,1274
100451.0,3,1,8,282
100451.0,11,2,41,1275
100452.0,2,4,7,332
100452.0,10,3,38,1324
100453.0,3,1,8,281
100454.0,6,2,21,1274
100454.0,15,2,57,233
100455.0,4,1,12,1376
100455.0,9,1,32,332
100455.0,12,2,45,333
100456.0,9,1,32,1274
100456.0,12,2,45,1275
100457.0,2,1,4,332
100457.0,11,4,43,1324
100458.0,7,4,27,1274
100459.0,2,3,6,1274
100459.0,11,4,43,233
100460.0,8,4,31,282
100460.0,13,4,51,1274
100461.0,6,3,22,1274
100461.0,15,3,58,233
100462.0,8,4,31,232
100462.0,13,4,51,1226
100462.0,16,3,62,1227
100463.0,6,2,21,1274
100463.0,15,2,57,233
100464.0,7,3,26,1274
100465.0,5,3,18,281
100466.0,5,4,19,232
100466.0,8,3,30,233
100466.0,13,3,50,1227
100467.0,2,4,7,1273
100467.0,10,3,38,232
100468.0,6,3,22,233
100469.0,7,4,27,1274
100470.0,4,4,15,282
100470.0,9,4,35,1274
100471.0,6,4,23,332
100471.0,14,3,54,1324
100472.0,3,4,11,1228
100472.0,11,3,42,188
100473.0,6,2,21,1274
100473.0,15,1,56,233
100474.0,3,4,11,333
100474.0,12,4,47,1325
100475.0,7,4,27,233
100476.0,7,2,25,233
100476.0,16,4,63,1228
100477.0,5,2,17,189
100477.0,15,4,59,1187
100478.0,3,3,10,1323
100478.0,13,1,48,1273
100478.0,16,2,61,1274
100479.0,6,3,22,1274
100479.0,15,4,59,233
100480.0,9,1,32,539
100481.0,3,2,9,232
100481.0,12,1,44,1227
100482.0,6,4,23,232
100482.0,14,3,54,1227
100483.0,7,4,27,1274
100483.0,15,3,58,233
100484.0,7,1,24,1275
100484.0,16,1,60,234
100485.0,7,2,25,281
100485.0,16,1,60,1274
100486.0,8,4,31,148
100486.0,16,4,63,1146
100487.0,11,3,42,1377
100488.0,2,2,5,1231
100488.0,11,2,41,191
100489.0,3,4,11,1323
100489.0,11,3,42,281
100490.0,7,3,26,281
100490.0,16,4,63,1274
100491.0,6,4,23,1377
100491.0,15,4,59,334
100492.0,2,2,5,1274
100492.0,11,1,40,233
100493.0,6,4,23,1475
100493.0,14,3,54,430
100494.0,6,2,21,146
100494.0,14,2,53,1144
100495.0,12,2,45,1185
100496.0,8,2,29,1324
100496.0,13,2,49,281
100497.0,6,2,21,1274
100497.0,15,1,56,233
100498.0,7,3,26,1639
100499.0,6,2,21,1227
100499.0,15,4,59,187
100500.0,1,1,0,282
100500.0,4,2,13,283
100500.0,10,4,39,1275
100501.0,1,1,0,281
100501.0,4,2,13,282
100501.0,9,2,33,1274
100502.0,5,4,19,186
100502.0,8,3,30,187
100502.0,13,3,50,1184
100503.0,15,2,57,234
100504.0,2,3,6,1274
100504.0,11,4,43,233
100505.0,2,2,5,1768
100505.0,11,1,40,730
100506.0,4,1,12,1274
100506.0,9,1,32,232
100507.0,3,4,11,233
100507.0,12,4,47,1228
100507.0,16,2,61,188
100508.0,7,2,25,1228
100508.0,16,4,63,188
100509.0,7,1,24,1274
100509.0,15,2,57,233
100510.0,7,2,25,1274
100510.0,16,4,63,233
100511.0,2,3,6,1185
100511.0,15,1,56,1145
100512.0,7,3,26,1323
100513.0,3,2,9,332
100513.0,12,1,44,1324
100514.0,5,2,17,1107
100514.0,8,2,29,1108
100515.0,11,1,40,1274
100516.0,1,1,0,486
100516.0,10,1,36,1480
100517.0,3,1,8,233
100517.0,11,2,41,1228
100518.0,8,2,29,1275
100518.0,13,2,49,233
100519.0,7,3,26,1275
100519.0,16,3,62,234
100520.0,4,1,12,282
100520.0,9,1,32,1274
100521.0,8,4,31,1184
100521.0,16,4,63,146
100522.0,2,3,6,281
100522.0,11,4,43,1274
100523.0,3,1,8,1274
100523.0,11,2,41,233
100524.0,7,2,25,282
100524.0,16,1,60,1275
100525.0,3,3,10,1324
100525.0,12,4,47,282
100526.0,1,2,1,1107
