,ccd,qid,rcid,field
400316.0,9,4,35,146
400316.0,12,3,46,147
400317.0,3,2,9,233
400317.0,12,2,45,1228
400318.0,8,1,28,187
400318.0,13,2,49,1184
400319.0,1,2,1,1273
400319.0,10,1,36,232
400320.0,7,1,24,1274
400321.0,2,1,4,1227
400321.0,10,2,37,187
400322.0,4,4,15,233
400322.0,9,4,35,1227
400322.0,12,3,46,1228
400323.0,7,1,24,1273
400323.0,15,2,57,232
400324.0,4,4,15,1429
400324.0,14,1,52,1376
400325.0,7,4,27,233
400325.0,15,3,58,1228
400326.0,10,1,36,1324
400327.0,5,1,16,1682
400327.0,8,2,29,1683
400327.0,13,2,49,638
400328.0,11,3,42,233
400329.0,1,3,2,145
400329.0,9,3,34,1143
400330.0,5,2,17,1274
400330.0,14,1,52,233
400331.0,7,3,26,484
400331.0,16,4,63,1478
400332.0,6,2,21,1274
400332.0,15,3,58,233
400333.0,3,2,9,1108
400333.0,10,3,38,74
400334.0,3,1,8,281
400334.0,11,2,41,1274
400335.0,13,2,49,1144
400336.0,5,2,17,1322
400336.0,14,1,52,280
400337.0,10,2,37,384
400338.0,7,2,25,1228
400338.0,16,1,60,188
400339.0,6,2,21,281
400339.0,15,1,56,1274
400340.0,7,1,24,1274
400340.0,15,2,57,233
400341.0,3,4,11,281
400341.0,11,3,42,1274
400342.0,7,3,26,1274
400342.0,16,4,63,233
400343.0,2,1,4,1273
400343.0,10,2,37,232
400344.0,7,3,26,1274
400345.0,5,1,16,1273
400345.0,14,4,55,232
400346.0,11,2,41,233
400347.0,7,1,24,1184
400347.0,15,1,56,146
400348.0,6,1,20,186
400348.0,14,3,54,1184
400349.0,1,3,2,281
400349.0,10,4,39,1274
400350.0,6,2,21,233
400350.0,15,1,56,1228
400351.0,3,1,8,540
400351.0,12,1,44,1535
400352.0,2,4,7,332
400352.0,15,2,57,282
400353.0,7,1,24,1273
400353.0,16,1,60,232
400354.0,8,1,28,1275
400354.0,13,4,51,233
400355.0,5,1,16,1274
400355.0,8,2,29,1275
400355.0,13,2,49,233
400356.0,3,3,10,1324
400356.0,12,3,46,282
400357.0,9,2,33,187
400358.0,7,4,27,1274
400358.0,11,2,41,233
400359.0,7,4,27,233
400359.0,16,4,63,1228
400360.0,6,1,20,1324
400360.0,15,4,59,282
400361.0,2,1,4,145
400361.0,10,1,36,1143
400362.0,6,2,21,1274
400362.0,15,2,57,233
400363.0,11,2,41,1274
400364.0,1,4,3,1107
400364.0,4,4,15,1108
400364.0,11,3,42,74
400365.0,3,3,10,280
400365.0,12,4,47,1273
400366.0,6,3,22,232
400366.0,15,4,59,1227
400367.0,3,3,10,1324
400367.0,12,3,46,282
400368.0,5,3,18,1585
400368.0,14,4,55,539
400369.0,5,3,18,1273
400369.0,14,4,55,232
400370.0,8,4,31,1742
400370.0,16,4,63,702
400371.0,5,2,17,384
400371.0,14,1,52,1377
400372.0,2,1,4,281
400372.0,10,3,38,1274
400373.0,3,1,8,1274
400373.0,11,2,41,233
400374.0,6,3,22,1324
400374.0,15,4,59,282
400375.0,5,3,18,233
400375.0,14,4,55,1228
400376.0,5,3,18,74
400376.0,13,3,50,1078
400377.0,2,2,5,1376
400377.0,11,2,41,333
400378.0,7,4,27,281
400378.0,15,3,58,1274
400379.0,3,1,8,1324
400379.0,12,1,44,282
400380.0,15,2,57,233
400381.0,1,2,1,1226
400381.0,10,1,36,186
400382.0,5,3,18,252
400382.0,16,4,63,1247
400383.0,7,4,27,233
400384.0,2,1,4,281
400384.0,10,2,37,1274
400385.0,12,1,44,233
400386.0,3,3,10,1274
400386.0,12,4,47,233
400387.0,3,2,9,1275
400387.0,12,1,44,234
400388.0,5,3,18,1274
400388.0,14,4,55,233
400389.0,1,3,2,1455
400389.0,12,3,46,411
400390.0,6,3,22,1274
400390.0,15,4,59,233
400391.0,11,1,40,1274
400392.0,6,2,21,1227
400392.0,15,1,56,187
400393.0,6,4,23,147
400394.0,11,1,40,233
400395.0,2,2,5,333
400395.0,11,2,41,1325
400396.0,4,1,12,233
400396.0,9,4,35,1227
400397.0,2,4,7,1303
400397.0,9,3,34,261
400398.0,8,3,30,1274
400399.0,14,1,52,72
400400.0,1,3,2,233
400400.0,10,3,38,1228
400401.0,1,3,2,1727
400401.0,14,2,53,1684
400402.0,5,4,19,382
400402.0,8,3,30,383
400403.0,3,2,9,1375
400403.0,12,4,47,332
400404.0,7,1,24,281
400404.0,15,2,57,1274
400405.0,6,1,20,280
400405.0,14,1,52,1273
400406.0,3,3,10,1274
400406.0,8,1,28,233
400406.0,13,1,48,1227
400407.0,6,3,22,1274
400407.0,15,4,59,233
400408.0,8,1,28,1274
400408.0,13,1,48,232
400409.0,7,2,25,282
400409.0,16,2,61,1275
400410.0,7,4,27,1274
400410.0,15,3,58,233
400411.0,7,1,24,1274
400411.0,15,2,57,233
400412.0,3,2,9,1324
400412.0,12,3,46,282
400413.0,6,4,23,1051
400413.0,15,4,59,24
400414.0,1,3,2,281
400414.0,10,4,39,1274
400415.0,1,4,3,1323
400415.0,4,3,14,1324
400415.0,9,3,34,281
400416.0,8,4,31,233
400416.0,13,4,51,1227
400417.0,6,4,23,233
400418.0,2,1,4,1274
400418.0,10,2,37,233
400419.0,5,3,18,1396
400419.0,15,3,58,352
400420.0,7,4,27,332
400420.0,16,4,63,1324
400421.0,3,3,10,232
400421.0,16,2,61,187
400422.0,1,3,2,281
400422.0,10,4,39,1274
400423.0,11,3,42,233
400424.0,5,2,17,232
400424.0,14,1,52,1227
400425.0,6,1,20,281
400425.0,14,2,53,1274
400426.0,6,1,20,1228
400426.0,14,2,53,188
400427.0,2,2,5,281
400427.0,11,4,43,1274
400428.0,7,1,24,1273
400428.0,15,2,57,232
400429.0,5,3,18,232
400429.0,14,4,55,1227
400430.0,5,1,16,280
400430.0,13,2,49,1273
400431.0,1,1,0,232
400431.0,4,2,13,233
400431.0,9,2,33,1227
400432.0,1,1,0,383
400432.0,10,1,36,1376
400433.0,4,1,12,232
400433.0,9,1,32,1226
400433.0,12,2,45,1227
400434.0,11,2,41,233
400435.0,2,4,7,1181
400435.0,9,3,34,143
400435.0,16,2,61,1142
400436.0,15,3,58,233
400437.0,6,2,21,281
400437.0,15,4,59,1274
400438.0,8,1,28,234
400438.0,13,4,51,1228
400439.0,6,2,21,1274
400439.0,15,1,56,233
400440.0,1,4,3,1143
400440.0,4,4,15,1144
400440.0,16,2,61,1110
400441.0,12,1,44,283
400442.0,1,4,3,1274
400442.0,4,3,14,1275
400442.0,14,2,53,1228
400443.0,7,2,25,173
400443.0,16,4,63,1171
400444.0,6,2,21,1184
400444.0,15,1,56,146
400445.0,7,2,25,1325
400445.0,16,2,61,283
400446.0,1,1,0,385
400446.0,10,1,36,1378
400447.0,5,4,19,1374
400447.0,8,3,30,1375
400448.0,7,2,25,282
400448.0,16,1,60,1275
400449.0,5,2,17,280
400450.0,6,1,20,1323
400450.0,15,1,56,281
400451.0,4,4,15,281
400451.0,9,4,35,1273
400452.0,6,4,23,281
400453.0,4,4,15,1324
400453.0,9,3,34,281
400454.0,6,3,22,1274
400454.0,15,3,58,233
400455.0,6,4,23,383
400455.0,15,4,59,1376
400456.0,4,2,13,1377
400456.0,9,3,34,333
400457.0,6,2,21,1274
400457.0,15,1,56,233
400458.0,7,4,27,1684
400459.0,11,2,41,333
400460.0,6,1,20,1274
400460.0,15,4,59,233
400461.0,1,1,0,435
400461.0,10,1,36,1429
400462.0,1,1,0,281
400462.0,4,2,13,282
400462.0,9,3,34,1274
400463.0,7,1,24,1274
400463.0,15,2,57,233
400464.0,7,4,27,360
400465.0,2,1,4,1274
400466.0,4,1,12,1377
400466.0,9,1,32,333
400467.0,7,4,27,1324
400468.0,7,4,27,1274
400468.0,15,3,58,233
400469.0,4,4,15,1275
400469.0,9,3,34,233
400470.0,5,4,19,1274
400470.0,8,3,30,1275
400471.0,1,2,1,1323
400471.0,10,4,39,281
400472.0,7,4,27,1141
400473.0,6,2,21,146
400473.0,14,4,55,1144
400474.0,2,2,5,1227
400474.0,11,1,40,187
400475.0,1,4,3,1273
400475.0,4,3,14,1274
400475.0,14,1,52,1227
400476.0,2,1,4,281
400476.0,10,2,37,1274
400477.0,7,1,24,1274
400478.0,7,1,24,188
400478.0,16,4,63,1186
400479.0,2,3,6,281
400479.0,11,4,43,1274
400480.0,4,3,14,1274
400480.0,9,3,34,232
400481.0,11,3,42,282
400483.0,7,4,27,1274
400483.0,15,3,58,233
400484.0,7,4,27,331
400484.0,16,4,63,1323
400485.0,3,1,8,1228
400485.0,11,2,41,188
400486.0,7,4,27,1324
400486.0,15,3,58,282
400487.0,4,4,15,232
400487.0,13,2,49,186
400488.0,2,2,5,1227
400488.0,11,1,40,187
400489.0,8,4,31,1185
400489.0,16,3,62,147
400490.0,2,2,5,281
400490.0,11,1,40,1274
400491.0,11,1,40,1229
400492.0,1,3,2,332
400492.0,10,4,39,1324
400493.0,5,4,19,281
400494.0,12,2,45,282
400495.0,10,2,37,333
400496.0,10,1,36,333
400497.0,5,1,16,383
400497.0,14,1,52,1376
400498.0,3,4,11,282
400498.0,11,3,42,1275
400499.0,6,4,23,187
400499.0,15,4,59,1185
400500.0,12,1,44,1274
400501.0,11,2,41,282
400502.0,6,4,23,1274
400503.0,11,3,42,1271
400504.0,7,3,26,1324
400504.0,16,3,62,282
400505.0,10,2,37,145
400506.0,3,3,10,1274
400506.0,13,1,48,1227
400507.0,3,4,11,1323
400507.0,11,3,42,281
400508.0,2,2,5,1684
400508.0,11,4,43,640
400509.0,10,1,36,1227
400510.0,2,1,4,1430
400510.0,11,4,43,385
400511.0,15,3,58,281
400512.0,11,2,41,233
400513.0,4,4,15,282
400513.0,9,4,35,1274
400514.0,2,2,5,281
400514.0,11,1,40,1274
400515.0,7,2,25,1274
400515.0,16,1,60,233
400516.0,3,4,11,1274
400516.0,11,3,42,233
400517.0,5,1,16,1274
400517.0,8,2,29,1275
400517.0,13,2,49,233
400518.0,4,4,15,1227
400518.0,12,3,46,187
400519.0,3,3,10,186
400519.0,12,4,47,1184
400520.0,2,2,5,281
400520.0,11,1,40,1274
400521.0,3,1,8,188
400521.0,12,1,44,1186
400522.0,3,1,8,281
400522.0,11,3,42,1274
400523.0,3,2,9,233
400523.0,12,4,47,1228
400524.0,2,3,6,1274
400524.0,11,4,43,233
400525.0,7,3,26,107
400525.0,15,3,58,1108
400526.0,6,3,22,1274
400526.0,15,3,58,233
400527.0,6,2,21,1227
400527.0,15,1,56,187
400528.0,11,1,40,1274
400529.0,7,3,26,46
400529.0,15,3,58,1053
400530.0,2,2,5,283
400530.0,11,2,41,1276
400531.0,5,3,18,232
400531.0,14,4,55,1227
400532.0,2,4,7,232
400532.0,10,3,38,1227
400533.0,1,3,2,281
