,ccd,qid,rcid,field
300060.0,5,2,17,332
300060.0,14,2,53,1324
300061.0,5,3,18,1302
300061.0,13,4,51,260
300061.0,16,3,62,261
300062.0,8,4,31,282
300063.0,5,1,16,1051
300063.0,8,1,28,1052
300063.0,14,4,55,24
300064.0,1,3,2,383
300064.0,10,4,39,1376
300065.0,1,4,3,1273
300065.0,4,3,14,1274
300065.0,14,1,52,1227
300066.0,6,2,21,1274
300066.0,15,4,59,233
300067.0,1,1,0,232
300067.0,4,2,13,233
300067.0,9,2,33,1227
300068.0,2,2,5,1534
300068.0,11,3,42,488
300069.0,5,4,19,180
300069.0,8,3,30,181
300070.0,2,4,7,232
300070.0,10,3,38,1227
300071.0,5,4,19,232
300071.0,8,3,30,233
300071.0,13,3,50,1227
300072.0,1,4,3,281
300072.0,4,3,14,282
300072.0,14,2,53,233
300073.0,4,1,12,233
300073.0,9,1,32,1227
300074.0,14,2,53,1324
300075.0,2,4,7,1227
300075.0,10,3,38,187
300076.0,3,3,10,233
300076.0,12,4,47,1228
300077.0,4,4,15,1227
300077.0,13,2,49,1184
300078.0,5,4,19,1273
300078.0,14,4,55,232
300079.0,3,2,9,733
300079.0,12,1,44,1732
300080.0,3,4,11,331
300080.0,11,3,42,1323
300081.0,3,1,8,107
300081.0,11,4,43,1108
300082.0,1,4,3,585
300082.0,4,3,14,586
300082.0,10,3,38,1581
300083.0,3,2,9,72
300084.0,3,3,10,1324
300084.0,13,1,48,1274
300085.0,7,4,27,1324
300085.0,15,3,58,282
300086.0,11,1,40,232
300087.0,3,3,10,1275
300087.0,13,1,48,1228
300088.0,7,4,27,1274
300089.0,8,3,30,1527
300090.0,7,1,24,1143
300090.0,14,2,53,108
300091.0,2,4,7,232
300091.0,10,3,38,1227
300092.0,3,1,8,1274
300092.0,11,2,41,233
300093.0,9,1,32,832
300094.0,5,3,18,1185
300095.0,1,1,0,1183
300095.0,4,1,12,1184
300095.0,12,2,45,146
300096.0,3,1,8,1274
300096.0,11,3,42,233
300097.0,5,3,18,1227
300097.0,14,4,55,187
300098.0,3,3,10,435
300098.0,12,3,46,1429
300099.0,5,3,18,284
300099.0,14,4,55,1277
300100.0,2,4,7,539
300100.0,11,4,43,1534
300101.0,3,3,10,1323
300101.0,16,2,61,1274
300102.0,8,1,28,1274
300102.0,13,1,48,232
300102.0,16,2,61,233
300103.0,9,1,32,1274
300103.0,12,2,45,1275
300104.0,7,4,27,1836
300104.0,13,4,51,802
300104.0,16,3,62,803
300105.0,1,4,3,1323
300105.0,10,4,39,281
300106.0,5,4,19,1323
300106.0,14,4,55,281
300107.0,3,2,9,232
300107.0,12,1,44,1227
300108.0,1,1,0,1274
300108.0,10,1,36,233
300109.0,6,1,20,73
300110.0,7,4,27,1184
300110.0,15,4,59,146
300111.0,9,2,33,1274
300112.0,1,2,1,538
300112.0,10,3,38,1533
300113.0,6,3,22,1325
300113.0,15,3,58,283
300114.0,5,4,19,232
300114.0,8,3,30,233
300114.0,13,3,50,1227
300115.0,15,3,58,1185
300116.0,3,4,11,1322
300116.0,16,1,60,1273
300117.0,8,3,30,1534
300117.0,13,3,50,487
300118.0,2,4,7,1375
300118.0,15,2,57,1324
300119.0,3,4,11,146
300119.0,11,4,43,1144
300120.0,1,3,2,1274
300120.0,10,4,39,233
300121.0,5,3,18,280
300122.0,7,3,26,233
300122.0,16,4,63,1228
300123.0,7,1,24,233
300123.0,16,1,60,1228
300124.0,5,1,16,384
300124.0,14,1,52,1377
300125.0,2,2,5,332
300125.0,11,2,41,1324
300126.0,2,4,7,1376
300127.0,5,3,18,1226
300128.0,8,3,30,1274
300128.0,13,3,50,232
300129.0,3,3,10,874
300129.0,10,4,39,1888
300129.0,12,1,44,1889
300130.0,7,4,27,1274
300130.0,15,3,58,233
300131.0,11,2,41,233
300132.0,7,4,27,107
300132.0,15,4,59,1108
300133.0,2,2,5,281
300133.0,11,1,40,1274
300134.0,3,2,9,1274
300134.0,12,4,47,233
300135.0,5,1,16,232
300135.0,13,3,50,1227
300136.0,1,2,1,1228
300136.0,10,4,39,188
300137.0,8,4,31,1274
300137.0,13,4,51,232
300138.0,5,2,17,1481
300138.0,14,2,53,436
300139.0,7,1,24,73
300139.0,15,1,56,1077
300140.0,15,3,58,1274
300141.0,2,2,5,1323
300141.0,11,4,43,281
300142.0,2,2,5,281
300142.0,11,1,40,1274
300143.0,4,2,13,283
300143.0,9,2,33,1275
300144.0,2,4,7,281
300144.0,15,1,56,233
300145.0,3,2,9,333
300145.0,12,1,44,1325
300146.0,3,4,11,233
300146.0,11,3,42,1228
300147.0,7,4,27,1324
300147.0,15,3,58,282
300148.0,9,1,32,1837
300148.0,12,1,44,1838
300149.0,3,4,11,1274
300149.0,11,3,42,233
300150.0,2,1,4,281
300150.0,11,4,43,1274
300151.0,2,1,4,187
300152.0,5,2,17,768
300152.0,13,2,49,1768
300153.0,5,1,16,1324
300153.0,14,4,55,282
300154.0,2,3,6,276
300154.0,10,4,39,1269
300155.0,6,3,22,1729
300155.0,14,3,54,688
300156.0,2,2,5,1229
300156.0,11,1,40,189
300157.0,1,4,3,232
300157.0,4,3,14,233
300157.0,9,3,34,1227
300158.0,5,3,18,1324
300158.0,14,4,55,282
300159.0,5,4,19,1274
300159.0,8,3,30,1275
300160.0,2,3,6,282
300160.0,11,4,43,1275
300161.0,7,1,24,1274
300161.0,15,3,58,233
300162.0,7,1,24,281
300162.0,15,2,57,1274
300163.0,6,2,21,288
300163.0,16,1,60,1281
300164.0,7,2,25,233
300164.0,16,2,61,1228
300165.0,5,1,16,332
300165.0,14,1,52,1324
300166.0,5,1,16,187
300166.0,8,2,29,188
300166.0,13,2,49,1185
300167.0,1,4,3,280
300167.0,4,3,14,281
300167.0,9,4,35,1273
300168.0,5,3,18,146
300168.0,13,3,50,1144
300169.0,2,4,7,1376
300169.0,11,4,43,333
300170.0,1,3,2,435
300170.0,10,3,38,1429
300171.0,7,4,27,1107
300171.0,14,4,55,73
300172.0,3,4,11,1324
300172.0,8,1,28,282
300172.0,13,1,48,1274
300172.0,16,2,61,1275
300173.0,1,4,3,1323
300173.0,4,3,14,1324
300173.0,14,1,52,1274
300174.0,11,2,41,1274
300175.0,1,2,1,281
300175.0,10,4,39,1274
300176.0,6,4,23,282
300176.0,15,4,59,1275
300177.0,8,1,28,1185
300177.0,16,3,62,147
300178.0,3,3,10,282
300178.0,8,2,29,1275
300178.0,13,2,49,233
300179.0,4,1,12,232
300179.0,9,1,32,1226
300179.0,12,2,45,1227
300180.0,11,2,41,233
300181.0,2,1,4,279
300181.0,10,1,36,1272
300182.0,2,1,4,281
300182.0,11,4,43,1274
300183.0,15,3,58,233
300184.0,8,4,31,333
300185.0,5,2,17,281
300185.0,14,1,52,1274
300186.0,12,2,45,233
300187.0,2,2,5,1324
300187.0,11,1,40,282
300188.0,1,4,3,1428
300188.0,15,1,56,1376
300189.0,6,3,22,383
300189.0,15,4,59,1376
300190.0,5,2,17,232
300190.0,14,4,55,1227
300191.0,8,1,28,1275
300191.0,13,1,48,233
300192.0,15,2,57,233
300193.0,7,1,24,232
300193.0,15,2,57,1227
300194.0,1,4,3,1273
300194.0,4,3,14,1274
300194.0,9,3,34,232
300195.0,7,2,25,1184
300195.0,16,4,63,146
300196.0,4,4,15,1429
300196.0,9,4,35,383
300197.0,6,2,21,1108
300197.0,13,2,49,74
300198.0,3,2,9,281
300198.0,12,1,44,1274
300199.0,8,3,30,1429
300199.0,13,3,50,383
300200.0,5,4,19,1210
300200.0,8,3,30,1211
300201.0,5,3,18,1274
300201.0,14,4,55,233
300202.0,6,1,20,1273
300202.0,14,2,53,232
300203.0,3,4,11,232
300204.0,1,2,1,1274
300204.0,10,1,36,233
300205.0,3,2,9,145
300205.0,11,1,40,1143
300206.0,4,1,12,188
300206.0,9,2,33,1185
300207.0,6,3,22,1274
300207.0,11,1,40,233
300208.0,5,4,19,232
300208.0,8,3,30,233
300208.0,13,3,50,1227
300209.0,2,2,5,1274
300209.0,11,4,43,233
300210.0,4,1,12,1276
300210.0,9,2,33,234
300211.0,8,3,30,1227
300212.0,7,1,24,145
300213.0,5,1,16,281
300213.0,8,2,29,282
300213.0,13,3,50,1274
300214.0,10,2,37,332
300215.0,4,1,12,187
300215.0,9,2,33,1184
300216.0,6,3,22,1274
300216.0,15,4,59,233
300217.0,7,1,24,1274
300217.0,15,2,57,233
300218.0,11,1,40,1274
300219.0,7,1,24,1274
300219.0,15,2,57,233
300220.0,9,1,32,279
300220.0,12,2,45,280
300221.0,6,4,23,281
300222.0,1,4,3,281
300222.0,4,3,14,282
300222.0,9,3,34,1274
300223.0,15,1,56,187
300224.0,6,2,21,489
300224.0,15,4,59,1483
300225.0,4,4,15,1535
300225.0,9,3,34,488
300226.0,1,1,0,1273
300227.0,3,4,11,233
300227.0,11,3,42,1228
300228.0,1,1,0,1272
300228.0,4,2,13,1273
300228.0,9,2,33,231
300229.0,3,3,10,1274
300229.0,12,4,47,233
300230.0,6,4,23,1532
300230.0,15,4,59,486
300231.0,7,3,26,1769
300231.0,15,3,58,731
300232.0,11,2,41,233
300233.0,8,3,30,1274
300233.0,13,3,50,232
300234.0,4,1,12,332
300234.0,9,1,32,1323
300235.0,5,2,17,1227
300235.0,14,1,52,187
300236.0,2,1,4,1110
300236.0,9,3,34,76
300237.0,2,3,6,332
300238.0,3,4,11,1274
300238.0,11,3,42,233
300239.0,2,2,5,1324
300239.0,11,1,40,282
300240.0,8,2,29,233
300240.0,13,1,48,1227
300241.0,7,4,27,281
300241.0,15,3,58,1274
300242.0,4,4,15,282
300242.0,9,3,34,1274
300242.0,14,1,52,233
300243.0,1,3,2,1323
300243.0,10,4,39,281
300244.0,8,1,28,1275
300244.0,13,1,48,233
300244.0,16,2,61,234
300245.0,3,1,8,1373
300245.0,11,2,41,330
300246.0,8,4,31,282
300246.0,13,4,51,1274
300246.0,16,3,62,1275
300247.0,11,2,41,436
300248.0,1,2,1,232
300248.0,10,1,36,1227
300249.0,5,3,18,107
300249.0,13,3,50,1108
300250.0,5,1,16,1427
300250.0,14,1,52,382
300251.0,8,4,31,1274
300252.0,1,3,2,1323
300252.0,10,4,39,281
300253.0,11,2,41,233
300254.0,10,2,37,1228
300255.0,3,3,10,1274
300255.0,13,1,48,1227
300256.0,3,2,9,282
300256.0,12,1,44,1275
300257.0,5,2,17,1274
300257.0,14,1,52,233
300258.0,5,1,16,234
300258.0,8,2,29,235
300258.0,14,1,52,1229
300259.0,6,2,21,233
300259.0,15,1,56,1228
300260.0,3,4,11,1184
300260.0,11,3,42,146
300261.0,3,1,8,1228
300261.0,11,2,41,188
300262.0,11,3,42,233
300263.0,6,1,20,383
300263.0,15,1,56,1376
300264.0,14,2,53,1228
300265.0,1,1,0,281
300265.0,4,2,13,282
300265.0,9,2,33,1274
300266.0,1,4,3,1323
300266.0,4,3,14,1324
300266.0,9,3,34,281
300267.0,2,2,5,185
300267.0,11,2,41,1183
300268.0,3,1,8,1273
300269.0,7,1,24,1274
300270.0,1,1,0,1227
300270.0,4,2,13,1228
300270.0,9,2,33,187
300271.0,12,1,44,233
300272.0,5,2,17,1273
300272.0,14,1,52,232
300273.0,3,3,10,1274
300273.0,12,4,47,233
300274.0,6,1,20,232
300274.0,14,2,53,1227
300275.0,1,3,2,281
300275.0,10,4,39,1274
300276.0,10,2,37,1274
300277.0,5,3,18,383
300277.0,14,3,54,1376
300278.0,3,4,11,281
300278.0,11,3,42,1274
300279.0,6,1,20,187
300280.0,2,4,7,281
300280.0,10,3,38,1274
300281.0,1,4,3,232
300281.0,4,3,14,233
300281.0,9,3,34,1227
300282.0,4,1,12,1325
300282.0,9,4,35,282
300283.0,7,2,25,233
300283.0,16,2,61,1228
300284.0,6,3,22,1274
300285.0,4,1,12,1324
300285.0,9,1,32,281
300285.0,12,2,45,282
300286.0,1,4,3,1323
300286.0,4,3,14,1324
300287.0,2,4,7,173
300287.0,10,3,38,1171
300288.0,7,1,24,1274
300288.0,15,2,57,233
300289.0,1,4,3,184
300289.0,4,3,14,185
300289.0,10,4,39,1182
300289.0,13,2,49,144
300290.0,2,2,5,233
300290.0,11,1,40,1228
300291.0,3,4,11,1227
300291.0,11,3,42,187
300292.0,9,4,35,435
300292.0,12,3,46,436
300293.0,5,2,17,1227
300293.0,14,1,52,187
300294.0,2,2,5,281
300294.0,11,4,43,1274
300295.0,3,4,11,1323
300295.0,11,3,42,281
300295.0,16,1,60,1274
300296.0,3,1,8,71
300296.0,10,1,36,1075
300297.0,2,2,5,281
300297.0,11,1,40,1274
300298.0,2,2,5,1274
300298.0,11,1,40,233
300299.0,1,1,0,107
300299.0,4,1,12,108
300299.0,9,1,32,1108
300299.0,12,2,45,1109
300300.0,2,2,5,332
300300.0,11,1,40,1324
300301.0,3,2,9,1274
300301.0,12,3,46,233
300302.0,8,1,28,1228
300302.0,13,1,48,187
300303.0,5,3,18,146
300303.0,13,4,51,1144
300304.0,14,3,54,384
300305.0,5,2,17,1228
300305.0,14,2,53,188
300306.0,3,1,8,1324
300306.0,11,3,42,282
300307.0,10,2,37,233
300308.0,5,3,18,1324
300309.0,5,4,19,232
300309.0,8,3,30,233
300309.0,13,3,50,1227
300310.0,7,3,26,1274
300310.0,16,4,63,233
300311.0,6,4,23,1184
300311.0,14,3,54,146
300312.0,6,3,22,233
300313.0,1,2,1,1274
300313.0,10,2,37,233
300314.0,1,4,3,1582
300314.0,10,4,39,536
300315.0,6,2,21,282
300315.0,15,2,57,1275
300316.0,3,4,11,1108
300316.0,10,4,39,74
300317.0,3,1,8,1274
300317.0,12,1,44,233
300318.0,3,3,10,1274
300318.0,8,1,28,233
300318.0,13,1,48,1227
300319.0,8,1,28,1274
300319.0,13,1,48,232
300320.0,8,4,31,233
300320.0,13,4,51,1227
300320.0,16,3,62,1228
300321.0,3,3,10,1429
300321.0,12,4,47,384
300322.0,15,3,58,233
300324.0,5,4,19,233
300324.0,8,3,30,234
300324.0,13,3,50,1228
300325.0,7,4,27,1274
300325.0,15,3,58,233
300326.0,1,4,3,136
300326.0,4,3,14,137
300326.0,10,3,38,1135
300327.0,1,1,0,1274
300327.0,4,2,13,1275
300327.0,9,2,33,233
300328.0,3,4,11,1376
300328.0,12,4,47,333
300330.0,15,2,57,333
300331.0,6,3,22,281
300331.0,15,4,59,1274
300332.0,5,4,19,1274
300332.0,8,3,30,1275
300333.0,8,2,29,1274
300333.0,13,1,48,232
300334.0,8,1,28,1374
300334.0,16,2,61,331
300335.0,6,2,21,1227
300336.0,7,4,27,1228
300336.0,15,3,58,188
300337.0,6,3,22,1274
300337.0,15,4,59,233
300338.0,5,3,18,282
300338.0,14,4,55,1275
300339.0,3,4,11,1274
300339.0,11,3,42,233
300340.0,1,3,2,1274
300340.0,10,4,39,233
300341.0,8,2,29,280
300341.0,13,1,48,1272
300341.0,16,2,61,1273
300342.0,4,4,15,1274
300342.0,5,1,16,232
300342.0,8,2,29,233
300342.0,13,2,49,1227
300343.0,5,2,17,1268
300343.0,13,3,50,227
300344.0,1,2,1,186
300344.0,10,1,36,1184
300345.0,7,1,24,1227
300345.0,15,2,57,187
300346.0,2,4,7,1275
300346.0,10,3,38,234
300346.0,15,2,57,1229
300347.0,5,4,19,232
300347.0,8,3,30,233
300347.0,13,3,50,1227
300348.0,3,4,11,1415
300349.0,2,4,7,1228
300349.0,6,2,21,188
300349.0,15,2,57,1186
300350.0,3,4,11,1274
300350.0,7,2,25,233
300350.0,16,2,61,1228
300351.0,2,4,7,1274
300351.0,10,3,38,233
300352.0,10,2,37,1684
300353.0,6,2,21,187
300353.0,15,1,56,1185
300354.0,2,2,5,227
300354.0,10,2,37,1222
300355.0,2,4,7,281
300355.0,10,3,38,1274
300356.0,2,3,6,281
300356.0,11,4,43,1274
300357.0,8,2,29,140
300357.0,15,4,59,1138
300358.0,4,4,15,384
300358.0,5,2,17,1376
300358.0,14,1,52,333
300359.0,8,3,30,282
300359.0,13,3,50,1274
300360.0,6,1,20,281
300360.0,14,3,54,1274
300361.0,3,4,11,146
300361.0,11,4,43,1144
300362.0,1,1,0,435
300362.0,10,1,36,1429
300363.0,6,2,21,1227
300363.0,15,1,56,187
300364.0,6,1,20,1227
300364.0,14,2,53,187
300365.0,2,1,4,1375
300365.0,10,2,37,332
300366.0,9,1,32,1274
300366.0,12,2,45,1275
300367.0,6,2,21,1227
300367.0,15,1,56,187
300368.0,4,4,15,1229
300368.0,9,4,35,188
300369.0,2,2,5,233
300369.0,11,2,41,1228
300370.0,4,4,15,334
300370.0,9,3,34,1325
300371.0,6,1,20,233
300372.0,3,1,8,1274
300372.0,11,3,42,233
300373.0,3,4,11,280
300373.0,11,4,43,1273
300374.0,3,4,11,1274
300374.0,7,2,25,233
300374.0,16,1,60,1228
300375.0,1,3,2,234
300375.0,10,4,39,1229
300376.0,2,1,4,233
300376.0,10,3,38,1228
300377.0,11,3,42,233
300378.0,5,2,17,1374
300378.0,14,1,52,331
300379.0,2,2,5,282
300379.0,11,2,41,1275
300380.0,7,3,26,1477
300380.0,16,4,63,432
300381.0,6,2,21,1274
300381.0,15,4,59,233
300382.0,1,2,1,1142
300382.0,12,4,47,108
300383.0,6,1,20,1184
300383.0,14,2,53,146
300384.0,1,3,2,281
300384.0,10,4,39,1274
300385.0,7,3,26,281
300385.0,16,3,62,1274
300386.0,5,3,18,281
300386.0,14,4,55,1274
300387.0,10,2,37,1274
300388.0,1,2,1,281
300388.0,10,1,36,1274
300389.0,4,3,14,1274
300389.0,9,3,34,232
300390.0,6,1,20,1274
300391.0,1,4,3,229
300391.0,4,3,14,230
300391.0,9,3,34,1224
300392.0,7,4,27,1143
300392.0,14,4,55,108
300393.0,7,3,26,233
300393.0,16,4,63,1228
300394.0,4,1,12,282
300394.0,9,4,35,1274
300394.0,12,3,46,1275
300395.0,6,1,20,1274
300395.0,14,2,53,233
300396.0,6,3,22,1274
300396.0,15,4,59,233
300397.0,5,3,18,331
300397.0,14,4,55,1323
300398.0,6,3,22,1274
300398.0,15,4,59,233
300399.0,4,2,13,384
300399.0,9,2,33,1376
300400.0,7,3,26,234
300400.0,9,1,32,1228
300400.0,12,2,45,1229
300401.0,7,4,27,1274
300402.0,3,4,11,1274
300402.0,11,3,42,233
300402.0,16,2,61,1228
300403.0,6,2,21,1274
300403.0,15,1,56,233
300404.0,4,1,12,1376
300404.0,9,3,34,332
300405.0,2,4,7,280
300405.0,10,4,39,1273
300406.0,2,3,6,332
300406.0,11,3,42,1324
300407.0,2,1,4,1324
300407.0,10,3,38,282
300408.0,3,2,9,1275
300408.0,12,2,45,234
300409.0,6,1,20,1375
300409.0,15,1,56,332
300410.0,1,4,3,232
300410.0,4,3,14,233
300410.0,9,3,34,1227
300411.0,7,3,26,332
300411.0,16,3,62,1324
300412.0,3,1,8,1274
300412.0,11,3,42,233
300413.0,10,2,37,233
300414.0,8,4,31,1324
300414.0,13,4,51,281
300414.0,16,3,62,282
300415.0,5,3,18,1323
300416.0,5,4,19,281
300416.0,8,3,30,282
300416.0,13,3,50,1274
300417.0,15,3,58,232
300418.0,12,1,44,233
300419.0,7,1,24,1274
300419.0,15,3,58,233
300420.0,7,3,26,232
300420.0,16,4,63,1227
300421.0,6,3,22,232
300422.0,6,4,23,332
300422.0,15,4,59,1324
300423.0,2,4,7,281
300423.0,6,2,21,1274
300423.0,15,1,56,233
300424.0,2,2,5,488
300424.0,11,3,42,1482
300425.0,14,2,53,233
300426.0,4,4,15,233
300426.0,9,4,35,1227
300426.0,12,3,46,1228
300427.0,5,2,17,1324
300427.0,14,1,52,282
300428.0,1,1,0,1584
300428.0,10,4,39,538
300429.0,1,4,3,1324
300429.0,4,3,14,1325
300429.0,14,2,53,1275
300430.0,2,1,4,1227
300430.0,10,2,37,187
300431.0,1,4,3,281
300431.0,4,3,14,282
300431.0,9,3,34,1274
300432.0,5,1,16,1322
300432.0,8,2,29,1323
300432.0,13,3,50,280
300433.0,4,2,13,282
300433.0,9,2,33,1274
300434.0,2,3,6,1228
300434.0,11,4,43,188
300434.0,16,1,60,1186
300435.0,1,3,2,1273
300435.0,10,4,39,232
300436.0,5,1,16,1274
300436.0,8,2,29,1275
300436.0,13,2,49,233
300437.0,4,1,12,1227
300437.0,9,4,35,186
300437.0,12,3,46,187
300438.0,6,3,22,1272
300438.0,15,4,59,231
300439.0,1,4,3,187
300439.0,4,3,14,188
300439.0,10,4,39,1185
300440.0,2,3,6,1107
300440.0,9,3,34,73
300440.0,12,3,46,74
300441.0,6,3,22,1273
300441.0,15,4,59,232
300442.0,7,4,27,1274
300442.0,15,3,58,233
300443.0,12,4,47,1272
300444.0,4,4,15,1274
300444.0,13,2,49,1227
300445.0,2,4,7,1324
300445.0,11,4,43,282
300446.0,3,2,9,282
300446.0,12,1,44,1275
300447.0,4,4,15,1275
300447.0,9,4,35,233
300447.0,12,3,46,234
300448.0,7,3,26,1377
300448.0,16,4,63,334
300449.0,2,4,7,637
300450.0,4,4,15,333
300450.0,9,4,35,1324
300451.0,7,4,27,1376
300451.0,16,4,63,333
300452.0,3,1,8,1534
300452.0,12,1,44,488
300453.0,5,3,18,232
300453.0,14,4,55,1227
300455.0,6,3,22,71
300456.0,7,3,26,233
300456.0,16,4,63,1228
300457.0,4,1,12,687
300457.0,9,1,32,1684
300457.0,12,2,45,1685
300458.0,3,1,8,1274
300458.0,11,2,41,233
300459.0,3,2,9,282
300459.0,12,2,45,1275
300460.0,2,2,5,384
300460.0,11,2,41,1377
300461.0,7,4,27,1274
300461.0,16,4,63,233
300462.0,2,3,6,107
300462.0,10,3,38,1108
300463.0,10,1,36,1228
300464.0,6,3,22,329
300464.0,15,4,59,1321
300465.0,2,3,6,1324
300466.0,8,4,31,233
300466.0,16,3,62,1228
300467.0,7,4,27,1274
300468.0,6,2,21,1274
300468.0,15,4,59,233
300469.0,11,2,41,234
300470.0,6,3,22,1274
300471.0,7,1,24,1274
300471.0,15,2,57,233
300472.0,8,4,31,187
300472.0,13,3,50,1184
300473.0,8,4,31,282
300474.0,1,3,2,1274
300474.0,10,4,39,233
300475.0,4,1,12,233
300475.0,9,1,32,1227
300476.0,2,4,7,1182
300476.0,9,3,34,144
300477.0,7,4,27,1429
300478.0,6,2,21,233
300478.0,15,1,56,1228
300479.0,6,4,23,1273
300479.0,14,3,54,232
300480.0,3,1,8,1376
300480.0,12,1,44,333
300481.0,5,2,17,232
300481.0,14,1,52,1227
300482.0,11,3,42,1184
300483.0,8,3,30,808
300483.0,11,2,41,1811
300484.0,7,3,26,233
300484.0,16,4,63,1228
300485.0,4,1,12,1227
300485.0,12,2,45,187
300486.0,6,2,21,1274
300486.0,15,1,56,233
300487.0,2,1,4,145
300488.0,7,2,25,281
300488.0,16,3,62,1274
300489.0,3,1,8,1228
300489.0,11,3,42,188
300490.0,5,1,16,1534
300490.0,14,1,52,488
300491.0,5,3,18,187
300491.0,14,3,54,1185
300492.0,4,4,15,333
300492.0,9,3,34,1324
300493.0,6,3,22,1168
300493.0,14,4,55,131
300494.0,2,3,6,1324
300494.0,11,3,42,282
300494.0,16,1,60,1275
300495.0,12,2,45,1228
300496.0,3,1,8,233
300496.0,11,2,41,1228
300497.0,5,2,17,1273
300497.0,14,1,52,232
300498.0,6,1,20,1186
300498.0,15,4,59,148
300499.0,7,4,27,1275
300500.0,16,3,62,1275
300501.0,7,1,24,1226
300501.0,15,2,57,186
300502.0,6,2,21,1227
300502.0,15,4,59,187
300503.0,4,1,12,1274
300503.0,9,1,32,232
300503.0,12,2,45,233
300504.0,7,3,26,1106
300505.0,5,4,19,281
300505.0,8,3,30,282
300505.0,13,3,50,1274
300506.0,6,1,20,1274
300506.0,14,2,53,233
300507.0,2,2,5,232
300507.0,11,1,40,1227
300508.0,6,4,23,281
300508.0,14,3,54,1274
300509.0,11,2,41,233
300510.0,1,2,1,1323
300510.0,10,4,39,281
300511.0,3,1,8,1227
300511.0,11,2,41,187
300512.0,5,1,16,1107
300512.0,8,2,29,1108
300512.0,15,2,57,74
300513.0,7,3,26,1184
300514.0,7,4,27,1227
300514.0,15,3,58,187
300515.0,7,4,27,331
300515.0,15,3,58,1323
300516.0,3,3,10,1184
300516.0,16,1,60,1144
300517.0,3,4,11,1142
300517.0,6,1,20,107
300517.0,14,1,52,1108
300518.0,7,3,26,281
300518.0,16,4,63,1274
300519.0,2,3,6,281
300519.0,11,4,43,1274
300520.0,4,2,13,73
300520.0,12,1,44,1077
300521.0,16,2,61,1228
300522.0,2,3,6,1105
300522.0,12,4,47,72
300523.0,7,2,25,45
300523.0,14,2,53,1052
300524.0,7,3,26,234
300524.0,16,3,62,1229
300525.0,6,2,21,1274
300525.0,15,1,56,233
300526.0,12,2,45,1274
