,ccd,qid,rcid,field
255032.0,6,1,20,1323
255033.0,14,2,53,1228
255034.0,3,2,9,1274
255034.0,12,1,44,233
255035.0,2,1,4,188
255035.0,11,4,43,1186
255036.0,1,4,3,281
255036.0,4,3,14,282
255037.0,11,2,41,1144
255038.0,5,4,19,232
255038.0,8,3,30,233
255038.0,13,3,50,1227
255039.0,11,1,40,233
255040.0,6,2,21,1274
255040.0,15,1,56,233
255041.0,1,2,1,1104
255041.0,4,2,13,1105
255041.0,11,1,40,71
255042.0,9,1,32,1274
255043.0,12,4,47,187
255044.0,7,4,27,73
255044.0,15,4,59,1077
255045.0,15,3,58,233
255046.0,1,4,3,1226
255046.0,4,4,15,1227
255046.0,9,4,35,186
255046.0,12,3,46,187
255047.0,6,1,20,1184
255047.0,14,1,52,146
255048.0,4,4,15,1325
255048.0,14,1,52,1275
255049.0,9,2,33,233
255050.0,5,2,17,1274
255050.0,14,1,52,233
255051.0,5,3,18,1134
255051.0,14,3,54,100
255052.0,5,1,16,233
255052.0,8,2,29,234
255052.0,13,2,49,1228
