,ccd,qid,rcid,field
700044.0,16,1,60,1109
700045.0,3,3,10,281
700045.0,8,1,28,1274
700045.0,13,1,48,232
700045.0,16,2,61,233
700046.0,3,2,9,233
700046.0,12,3,46,1228
700047.0,2,4,7,232
700047.0,10,3,38,1227
700048.0,5,4,19,233
700048.0,8,3,30,234
700049.0,4,4,15,282
700049.0,5,1,16,1274
700049.0,8,2,29,1275
700050.0,3,1,8,1274
700050.0,11,2,41,233
700051.0,7,4,27,190
700052.0,12,1,44,108
700053.0,2,2,5,187
700053.0,11,1,40,1185
700054.0,3,4,11,145
700054.0,10,3,38,1143
700055.0,6,1,20,1806
700055.0,14,1,52,770
700056.0,4,4,15,1374
700056.0,5,1,16,330
700056.0,8,2,29,331
700056.0,13,2,49,1322
700057.0,7,1,24,332
700057.0,15,3,58,1324
700058.0,5,2,17,1376
700058.0,14,1,52,333
700059.0,6,2,21,1274
700059.0,15,1,56,233
700060.0,8,3,30,1274
700060.0,13,4,51,232
700061.0,7,3,26,1273
700062.0,2,2,5,332
700062.0,11,1,40,1324
700063.0,8,4,31,1228
700063.0,13,4,51,187
700063.0,16,3,62,188
700064.0,1,2,1,333
700064.0,10,4,39,1325
700065.0,15,3,58,233
700066.0,16,3,62,1228
700067.0,6,4,23,723
700067.0,15,4,59,1722
700068.0,2,1,4,282
700068.0,11,1,40,1275
700069.0,2,3,6,1274
700069.0,16,1,60,1228
700070.0,3,3,10,281
700070.0,12,4,47,1274
700071.0,3,1,8,332
700071.0,11,3,42,1324
700072.0,1,1,0,232
700072.0,4,2,13,233
700072.0,9,2,33,1227
700073.0,1,3,2,76
700073.0,4,3,14,77
700073.0,10,4,39,1080
700073.0,14,2,53,49
700074.0,2,1,4,1183
700074.0,10,1,36,145
700075.0,6,3,22,1481
700075.0,15,3,58,436
700076.0,1,3,2,281
700076.0,14,2,53,233
700077.0,2,1,4,281
700078.0,7,3,26,1274
700078.0,16,4,63,233
700079.0,7,2,25,282
700079.0,16,2,61,1275
700080.0,13,2,49,383
700081.0,2,3,6,1274
700081.0,16,1,60,1228
700082.0,6,4,23,1325
700082.0,14,3,54,283
700083.0,3,1,8,281
700083.0,11,2,41,1274
700084.0,7,1,24,233
700084.0,15,2,57,1228
700085.0,3,3,10,281
700085.0,12,4,47,1274
700085.0,13,1,48,232
700086.0,3,2,9,1273
700086.0,12,1,44,232
700087.0,3,1,8,145
700087.0,11,4,43,1143
700088.0,2,3,6,281
700088.0,7,1,24,1274
700089.0,3,4,11,332
700089.0,11,3,42,1324
700090.0,2,3,6,1144
700090.0,10,4,39,109
700091.0,4,4,15,1275
700091.0,14,1,52,1228
700092.0,12,2,45,1274
700093.0,2,1,4,281
700093.0,10,2,37,1274
700094.0,8,2,29,279
700094.0,16,2,61,1272
700095.0,3,2,9,233
700095.0,12,1,44,1228
700096.0,4,3,14,1274
700096.0,9,4,35,232
700097.0,1,1,0,232
700097.0,4,2,13,233
700097.0,9,3,34,1227
700098.0,1,1,0,232
700098.0,4,2,13,233
700098.0,9,3,34,1227
700099.0,2,1,4,281
700100.0,5,3,18,233
700101.0,9,2,33,1323
700102.0,5,2,17,1324
700102.0,14,2,53,282
700103.0,7,4,27,1274
700104.0,3,1,8,1323
700104.0,11,3,42,281
700105.0,2,4,7,113
700105.0,12,4,47,1114
700106.0,11,3,42,384
700107.0,7,4,27,1429
700107.0,16,4,63,384
700108.0,2,1,4,186
700109.0,3,3,10,111
700109.0,9,3,34,1111
700110.0,3,2,9,384
700110.0,12,4,47,1377
700111.0,4,2,13,282
700111.0,9,3,34,1274
700112.0,7,4,27,1375
700113.0,1,1,0,187
700113.0,4,2,13,188
700113.0,10,1,36,1185
700114.0,1,4,3,1325
700114.0,4,3,14,1326
700114.0,10,4,39,283
700115.0,6,4,23,1074
700115.0,15,4,59,44
700116.0,7,2,25,233
700116.0,16,4,63,1228
700117.0,6,4,23,1274
700117.0,14,3,54,233
700118.0,7,2,25,333
700118.0,16,4,63,1325
700119.0,1,2,1,1274
700119.0,10,1,36,233
700120.0,2,2,5,1274
700120.0,11,1,40,233
700121.0,2,2,5,1274
700121.0,11,1,40,233
700122.0,7,2,25,1274
700122.0,16,1,60,233
700123.0,10,2,37,233
700124.0,8,4,31,1182
700124.0,16,4,63,144
700125.0,7,1,24,100
700125.0,13,4,51,1101
700125.0,16,3,62,1102
700126.0,8,4,31,1274
700126.0,13,4,51,232
700126.0,16,3,62,233
700127.0,4,1,12,1186
700127.0,9,4,35,147
700127.0,12,3,46,148
700128.0,2,3,6,1376
700128.0,11,3,42,333
700129.0,6,1,20,1323
700129.0,15,1,56,281
700130.0,11,2,41,282
700131.0,7,1,24,1274
700131.0,15,3,58,233
700132.0,5,4,19,1321
700132.0,8,3,30,1322
700132.0,13,3,50,279
700133.0,7,1,24,187
700133.0,16,1,60,1185
700134.0,1,2,1,539
700134.0,10,2,37,1534
700135.0,7,4,27,1274
700136.0,8,4,31,1227
700136.0,16,3,62,187
700137.0,5,4,19,1273
700137.0,8,3,30,1274
700137.0,13,3,50,232
700138.0,3,3,10,282
700138.0,12,3,46,1275
700139.0,1,4,3,1375
700139.0,4,3,14,1376
700139.0,9,3,34,332
700140.0,8,4,31,1275
700141.0,1,4,3,1227
700141.0,4,3,14,1228
700141.0,14,2,53,1185
700142.0,12,1,44,233
700143.0,7,4,27,1274
700143.0,15,3,58,233
700144.0,7,1,24,232
700144.0,15,2,57,1227
700145.0,5,1,16,1323
700145.0,8,2,29,1324
700145.0,13,2,49,281
700146.0,10,3,38,1185
700147.0,6,2,21,1274
700147.0,15,4,59,233
700148.0,7,4,27,232
700148.0,15,3,58,1227
700149.0,5,4,19,186
700149.0,8,3,30,187
700149.0,13,3,50,1184
700150.0,1,4,3,1209
700150.0,4,3,14,1210
700150.0,12,4,47,171
700151.0,4,1,12,1144
700151.0,11,3,42,109
700152.0,4,1,12,1273
700152.0,9,1,32,231
700153.0,6,3,22,232
700153.0,15,4,59,1227
700154.0,1,2,1,331
700154.0,10,1,36,1323
700155.0,4,4,15,1323
700155.0,13,2,49,1273
700156.0,6,3,22,1322
700157.0,4,3,14,1324
700157.0,9,3,34,281
700158.0,3,1,8,1274
700159.0,7,4,27,283
700159.0,16,4,63,1276
700160.0,7,1,24,187
700160.0,16,4,63,1185
700161.0,1,1,0,1273
700161.0,4,2,13,1274
700161.0,9,2,33,232
700162.0,2,1,4,281
700162.0,10,2,37,1274
700163.0,6,3,22,1274
700163.0,15,4,59,233
700164.0,4,3,14,282
700164.0,9,3,34,1274
700165.0,15,3,58,1275
700166.0,11,2,41,233
700167.0,5,3,18,1274
700168.0,11,2,41,282
700169.0,6,4,23,1170
700169.0,14,4,55,133
700170.0,7,1,24,1274
700170.0,15,2,57,233
700171.0,8,1,28,1274
700171.0,13,1,48,232
700171.0,16,2,61,233
700172.0,1,1,0,686
700172.0,4,2,13,687
700172.0,9,2,33,1684
700173.0,6,4,23,1273
700173.0,14,3,54,232
700174.0,2,2,5,1183
700174.0,10,2,37,145
700175.0,7,1,24,1274
700175.0,15,2,57,233
700176.0,4,1,12,235
700176.0,9,4,35,1229
700177.0,3,4,11,1375
700177.0,11,3,42,332
700178.0,6,1,20,1274
700178.0,14,3,54,233
700179.0,8,1,28,280
700179.0,16,2,61,1273
700180.0,1,2,1,1226
700180.0,9,3,34,186
700181.0,1,2,1,1228
700181.0,10,4,39,188
700182.0,6,1,20,226
700182.0,14,4,55,1221
700183.0,3,2,9,1324
700183.0,12,1,44,282
700184.0,1,2,1,1274
700184.0,10,4,39,233
700185.0,5,3,18,281
700185.0,14,4,55,1274
700186.0,2,3,6,134
700186.0,7,2,25,1133
700186.0,16,2,61,99
700187.0,7,2,25,108
700187.0,16,4,63,1109
700188.0,1,1,0,233
700188.0,4,2,13,234
700189.0,2,3,6,383
700189.0,11,4,43,1376
700190.0,5,4,19,72
700190.0,12,1,44,1077
700191.0,12,2,45,1274
700192.0,2,4,7,232
700192.0,10,3,38,1227
700192.0,15,1,56,187
700193.0,7,4,27,1608
700193.0,14,3,54,562
700194.0,7,3,26,282
700194.0,16,3,62,1275
700195.0,2,1,4,281
700195.0,11,1,40,1274
700196.0,6,4,23,172
700196.0,14,3,54,1170
700197.0,8,1,28,233
700197.0,13,1,48,1227
700197.0,16,2,61,1228
700198.0,6,2,21,1274
700198.0,15,1,56,233
700199.0,3,4,11,281
700199.0,11,3,42,1274
700200.0,6,3,22,1274
700201.0,2,3,6,1376
700201.0,16,1,60,1325
700202.0,6,4,23,232
700202.0,14,3,54,1227
700203.0,1,1,0,232
700203.0,4,2,13,233
700203.0,9,3,34,1227
700204.0,7,2,25,488
700204.0,16,3,62,1482
700205.0,6,1,20,1274
700205.0,15,1,56,233
700206.0,2,3,6,1275
700206.0,11,4,43,234
700207.0,3,4,11,281
700207.0,11,3,42,1274
700208.0,2,4,7,187
700208.0,10,3,38,1185
700208.0,15,1,56,147
700209.0,6,2,21,1274
700209.0,15,2,57,233
700210.0,4,1,12,289
700211.0,7,3,26,187
700211.0,16,3,62,1185
700212.0,7,2,25,1274
700212.0,16,1,60,233
700213.0,9,1,32,1274
700213.0,12,2,45,1275
700214.0,9,1,32,232
700215.0,3,2,9,1183
700215.0,11,2,41,145
700216.0,4,1,12,1260
700216.0,11,3,42,219
700217.0,3,3,10,1586
700217.0,12,3,46,540
700218.0,6,2,21,1274
700218.0,15,1,56,233
700219.0,16,3,62,1275
700220.0,4,1,12,232
700220.0,9,4,35,1226
700220.0,12,3,46,1227
700221.0,5,1,16,1323
700221.0,8,2,29,1324
700221.0,13,2,49,281
700222.0,10,1,36,138
700223.0,2,2,5,332
700223.0,11,1,40,1324
700224.0,5,3,18,1655
700225.0,5,3,18,232
700225.0,14,4,55,1227
700226.0,3,2,9,1324
700226.0,12,4,47,282
700227.0,7,1,24,1780
700227.0,15,4,59,742
700228.0,7,3,26,1185
700228.0,16,4,63,147
700229.0,8,4,31,1325
700229.0,13,4,51,282
700230.0,1,1,0,1427
700230.0,10,4,39,382
700231.0,6,2,21,1274
700231.0,15,1,56,233
700232.0,6,3,22,1274
700232.0,15,4,59,233
700233.0,1,2,1,281
700233.0,10,1,36,1274
700234.0,5,3,18,331
700234.0,14,4,55,1323
700235.0,7,4,27,1274
700236.0,3,2,9,1108
700236.0,10,2,37,74
700237.0,3,1,8,233
700237.0,11,2,41,1228
700238.0,8,2,29,384
700238.0,13,3,50,1376
700239.0,9,1,32,282
700239.0,12,2,45,283
700240.0,9,4,35,233
700240.0,12,3,46,234
700241.0,1,1,0,1274
700241.0,4,2,13,1275
700241.0,9,2,33,233
700242.0,2,1,4,1274
700242.0,10,2,37,233
700243.0,6,2,21,1227
700244.0,1,3,2,1274
700244.0,10,4,39,233
700245.0,7,3,26,233
700245.0,16,4,63,1228
700246.0,2,1,4,104
700246.0,9,4,35,1105
700247.0,4,3,14,1274
700247.0,9,3,34,232
700248.0,2,1,4,1275
700248.0,10,2,37,234
700249.0,3,2,9,1534
700249.0,9,4,35,487
700249.0,12,3,46,488
700250.0,7,1,24,1226
700250.0,15,3,58,186
700251.0,6,1,20,1274
700251.0,14,2,53,233
700252.0,6,1,20,233
700252.0,14,2,53,1228
700253.0,6,2,21,1228
700253.0,15,1,56,188
700254.0,3,4,11,74
700254.0,11,4,43,1078
700255.0,2,3,6,281
700255.0,11,4,43,1274
700256.0,3,1,8,640
700257.0,1,2,1,1226
700257.0,10,1,36,186
700258.0,10,2,37,233
700259.0,7,1,24,1375
700260.0,3,4,11,1274
700260.0,11,3,42,233
700261.0,2,4,7,487
700261.0,15,2,57,436
700262.0,1,3,2,1106
700262.0,15,1,56,1077
700263.0,4,4,15,1274
700263.0,12,3,46,233
700264.0,8,4,31,1227
700265.0,1,2,1,281
700265.0,10,1,36,1274
700266.0,5,4,19,1274
700266.0,8,3,30,1275
700267.0,5,4,19,282
700267.0,8,3,30,283
700267.0,13,3,50,1275
700268.0,11,2,41,1274
700269.0,5,2,17,1227
700270.0,7,1,24,1227
700270.0,15,3,58,187
700271.0,7,3,26,434
700271.0,13,4,51,1427
700271.0,16,3,62,1428
700272.0,7,1,24,1274
700272.0,15,2,57,233
700273.0,7,2,25,383
700273.0,13,1,48,1375
700273.0,16,2,61,1376
700274.0,2,3,6,383
700274.0,11,3,42,1376
700275.0,5,4,19,280
700275.0,8,3,30,281
700275.0,13,3,50,1273
700276.0,1,2,1,281
700276.0,10,1,36,1274
700277.0,6,2,21,1274
700277.0,15,4,59,233
700278.0,5,1,16,1274
700278.0,8,2,29,1275
700278.0,13,2,49,233
700279.0,1,4,3,188
700279.0,4,3,14,189
700279.0,15,1,56,148
700280.0,7,1,24,281
700280.0,15,2,57,1274
700281.0,6,3,22,1274
700281.0,15,3,58,233
700282.0,3,3,10,233
700282.0,12,3,46,1228
700283.0,8,4,31,1274
700284.0,1,4,3,107
700284.0,4,4,15,108
700284.0,9,4,35,1108
700284.0,12,3,46,1109
700285.0,7,4,27,436
700286.0,15,2,57,1275
700287.0,1,2,1,232
700287.0,10,4,39,1227
700288.0,5,4,19,1273
700289.0,1,1,0,1274
700289.0,4,2,13,1275
700289.0,9,2,33,233
700290.0,1,4,3,66
700290.0,4,4,15,67
700290.0,9,3,34,1071
700291.0,4,1,12,1376
700291.0,9,4,35,332
700291.0,12,3,46,333
700292.0,7,1,24,1274
700292.0,15,2,57,233
700293.0,5,4,19,233
700294.0,8,1,28,187
700294.0,13,2,49,1184
700295.0,3,4,11,332
700295.0,12,4,47,1324
700296.0,2,4,7,281
700296.0,10,3,38,1274
700297.0,2,4,7,384
700297.0,11,4,43,1377
700298.0,8,4,31,283
700298.0,13,4,51,1275
700298.0,16,3,62,1276
700299.0,5,4,19,1274
700299.0,8,3,30,1275
700300.0,7,3,26,1227
700301.0,8,1,28,1274
700301.0,13,1,48,232
700302.0,6,3,22,1274
700302.0,15,4,59,233
700303.0,8,3,30,144
700304.0,4,1,12,1325
700304.0,9,2,33,282
700305.0,3,1,8,281
700305.0,11,2,41,1274
700306.0,5,4,19,232
700306.0,8,3,30,233
700307.0,6,3,22,1324
700308.0,10,2,37,232
700309.0,3,3,10,282
700309.0,12,4,47,1275
700310.0,6,2,21,1324
700310.0,15,2,57,282
700311.0,2,3,6,332
700311.0,16,1,60,282
700312.0,3,3,10,147
700313.0,6,1,20,231
700313.0,14,2,53,1226
700314.0,6,4,23,1274
700314.0,14,3,54,233
700315.0,3,3,10,1320
700315.0,12,4,47,278
700316.0,2,4,7,1274
700316.0,15,2,57,1228
700317.0,6,3,22,1274
700317.0,15,4,59,233
700318.0,6,3,22,1148
700319.0,3,1,8,188
700319.0,12,1,44,1186
700320.0,8,4,31,1274
700320.0,13,4,51,232
700321.0,5,1,16,232
700321.0,8,2,29,233
700321.0,13,2,49,1227
700322.0,7,4,27,1274
700322.0,15,3,58,233
700323.0,11,2,41,233
700324.0,3,1,8,281
700324.0,11,2,41,1274
700325.0,6,2,21,1228
700325.0,15,4,59,188
700326.0,6,2,21,1324
700326.0,15,3,58,282
700327.0,7,2,25,283
700327.0,16,2,61,1276
700328.0,11,1,40,145
700329.0,12,1,44,233
700330.0,8,1,28,1429
700330.0,13,1,48,383
700331.0,5,4,19,1228
700331.0,8,3,30,1229
700331.0,13,3,50,188
700332.0,9,4,35,282
700332.0,12,3,46,283
700333.0,11,3,42,333
700334.0,7,4,27,1227
700334.0,11,2,41,187
700335.0,1,1,0,1274
700335.0,4,2,13,1275
700335.0,9,2,33,233
700336.0,10,1,36,1325
700337.0,3,1,8,1324
700337.0,12,1,44,282
700339.0,3,4,11,1534
700339.0,12,4,47,488
700340.0,3,4,11,280
700340.0,7,2,25,1273
700340.0,16,1,60,232
700341.0,7,3,26,282
700341.0,12,1,44,1275
700342.0,1,1,0,232
700342.0,4,2,13,233
700342.0,9,2,33,1227
700343.0,7,3,26,1227
700343.0,16,4,63,187
700344.0,4,4,15,287
700344.0,9,3,34,1279
700345.0,5,4,19,1274
700345.0,8,3,30,1275
700345.0,13,3,50,233
700346.0,6,3,22,1274
700346.0,15,4,59,233
700347.0,7,1,24,1586
700347.0,16,1,60,540
700348.0,2,4,7,1077
700348.0,9,4,35,46
700348.0,12,3,46,47
700349.0,6,1,20,1274
700349.0,14,2,53,233
700350.0,8,1,28,384
700350.0,13,1,48,1376
700351.0,4,1,12,1227
700351.0,9,1,32,186
700351.0,12,2,45,187
700352.0,2,1,4,1323
700352.0,10,2,37,281
700353.0,11,1,40,282
700354.0,7,1,24,1108
700354.0,14,1,52,74
700355.0,7,1,24,1274
700355.0,15,2,57,233
700356.0,2,4,7,232
700356.0,10,3,38,1227
700357.0,2,4,7,1274
700357.0,11,4,43,233
700358.0,3,2,9,1274
700358.0,12,1,44,233
700359.0,3,2,9,1324
700359.0,12,4,47,282
700360.0,7,1,24,282
700360.0,16,4,63,1275
700361.0,8,1,28,234
700361.0,13,3,50,1228
700362.0,1,3,2,1210
700362.0,9,4,35,171
700363.0,2,1,4,1227
700363.0,10,2,37,187
700364.0,7,1,24,1274
700364.0,15,2,57,233
700365.0,9,4,35,1274
700365.0,12,3,46,1275
700366.0,1,3,2,233
700366.0,10,4,39,1228
700367.0,1,2,1,1273
700367.0,10,4,39,232
700368.0,3,3,10,1534
700368.0,12,4,47,488
700368.0,13,2,49,1481
700369.0,11,4,43,118
700370.0,2,4,7,1275
700370.0,10,3,38,234
700371.0,6,3,22,1685
700371.0,15,4,59,641
700372.0,4,4,15,383
700372.0,9,4,35,1375
700373.0,1,4,3,1106
700373.0,4,3,14,1107
700373.0,11,4,43,73
700374.0,5,4,19,383
700374.0,14,4,55,1376
700375.0,2,2,5,1274
700375.0,11,3,42,233
700376.0,6,3,22,1683
700377.0,6,3,22,232
700378.0,1,4,3,232
700378.0,4,3,14,233
700378.0,9,3,34,1227
700379.0,7,4,27,281
700379.0,16,4,63,1274
700380.0,6,3,22,1376
700380.0,15,4,59,333
700381.0,11,2,41,232
700382.0,8,1,28,233
700382.0,13,1,48,1227
700383.0,3,1,8,1586
700383.0,12,1,44,540
700384.0,14,1,52,186
700385.0,3,4,11,1324
700385.0,16,2,61,1275
700386.0,2,2,5,386
700386.0,11,1,40,1379
700387.0,5,2,17,1274
700387.0,14,1,52,233
700388.0,10,2,37,280
700389.0,3,4,11,232
700389.0,11,3,42,1227
700389.0,16,1,60,187
700390.0,7,1,24,1274
700390.0,15,3,58,233
700391.0,2,3,6,281
700391.0,16,1,60,233
700392.0,5,4,19,383
700392.0,14,4,55,1376
700393.0,6,2,21,233
700393.0,15,3,58,1228
700394.0,2,1,4,332
700394.0,11,1,40,1324
700395.0,6,3,22,282
700395.0,15,3,58,1275
700396.0,12,1,44,1275
700397.0,5,4,19,1585
700397.0,8,3,30,1586
700397.0,13,3,50,539
700398.0,12,2,45,1228
700399.0,4,1,12,384
700399.0,9,4,35,1376
700399.0,12,3,46,1377
700400.0,8,1,28,281
700400.0,13,1,48,1273
700401.0,8,1,28,1324
700401.0,13,4,51,281
700402.0,5,3,18,233
700402.0,14,4,55,1228
700403.0,7,2,25,1274
700403.0,16,1,60,233
700404.0,3,2,9,1274
700404.0,12,1,44,233
700405.0,6,4,23,281
700405.0,14,3,54,1274
700406.0,3,3,10,1274
700406.0,12,4,47,233
700407.0,7,2,25,1274
700407.0,16,1,60,233
700408.0,4,4,15,282
700408.0,14,1,52,233
700409.0,7,4,27,1274
700409.0,15,3,58,233
700410.0,7,3,26,187
700410.0,16,4,63,1185
700411.0,1,4,3,281
700411.0,4,3,14,282
700411.0,9,3,34,1274
700412.0,7,1,24,1274
700413.0,2,4,7,181
700413.0,10,3,38,1179
700414.0,7,3,26,1274
700414.0,16,4,63,233
700415.0,5,2,17,487
700415.0,14,1,52,1481
700416.0,1,3,2,1183
700416.0,9,3,34,145
700417.0,3,2,9,1376
700417.0,12,2,45,333
700418.0,4,1,12,1275
700418.0,9,1,32,233
700418.0,12,2,45,234
700419.0,8,2,29,1274
700419.0,13,4,51,232
700420.0,7,4,27,281
700420.0,15,3,58,1274
700421.0,3,4,11,1374
700421.0,11,3,42,331
700422.0,14,1,52,1144
700423.0,4,4,15,1186
700423.0,9,4,35,147
700423.0,12,3,46,148
700424.0,3,3,10,1274
700424.0,12,4,47,233
700425.0,3,1,8,282
700425.0,11,3,42,1275
700426.0,8,1,28,1325
700426.0,13,4,51,282
700427.0,6,3,22,1227
700427.0,15,4,59,187
700428.0,2,4,7,1227
700428.0,10,3,38,187
700429.0,2,3,6,1324
700429.0,7,2,25,282
700429.0,16,1,60,1275
700430.0,9,2,33,1227
700431.0,2,3,6,1862
700431.0,10,3,38,832
700432.0,1,2,1,1273
700432.0,10,1,36,232
700433.0,8,1,28,282
700433.0,13,1,48,1274
700434.0,15,3,58,233
700435.0,13,2,49,1075
700436.0,2,3,6,1273
700437.0,2,3,6,1323
700437.0,11,4,43,281
700438.0,6,2,21,281
700438.0,15,1,56,1274
700439.0,8,4,31,282
700439.0,13,4,51,1274
700439.0,16,3,62,1275
700440.0,8,1,28,232
700440.0,16,2,61,1227
700441.0,2,2,5,231
700441.0,11,1,40,1226
700442.0,3,2,9,1324
700442.0,12,3,46,282
700443.0,4,1,12,1324
700443.0,9,1,32,281
700443.0,12,2,45,282
700444.0,6,1,20,331
700444.0,14,2,53,1323
700445.0,5,3,18,1274
700445.0,14,4,55,233
700446.0,1,1,0,281
700446.0,4,2,13,282
700446.0,9,3,34,1274
700447.0,2,2,5,186
700447.0,11,1,40,1184
700448.0,1,2,1,1143
700448.0,9,4,35,108
700448.0,12,3,46,109
700449.0,2,2,5,1429
700449.0,11,2,41,384
700450.0,8,4,31,187
700450.0,9,1,32,1184
700450.0,12,2,45,1185
700451.0,7,4,27,282
700451.0,16,4,63,1275
700452.0,5,1,16,45
700452.0,8,2,29,46
700452.0,16,1,60,1053
700453.0,10,3,38,147
700454.0,7,3,26,1274
700454.0,16,4,63,233
700455.0,3,2,9,1274
700455.0,12,4,47,233
700456.0,4,1,12,282
700456.0,9,4,35,1274
700456.0,12,3,46,1275
700457.0,1,3,2,281
700457.0,10,4,39,1274
700458.0,4,4,15,1324
700458.0,9,4,35,281
700458.0,12,3,46,282
700459.0,6,2,21,1274
700459.0,15,1,56,233
700460.0,3,1,8,1429
700460.0,12,4,47,384
700461.0,5,2,17,1274
700461.0,14,1,52,233
700462.0,5,2,17,331
700462.0,14,1,52,1323
700463.0,5,3,18,639
700463.0,14,4,55,1636
700464.0,3,3,10,1274
700464.0,8,1,28,233
700464.0,16,2,61,1228
700465.0,7,1,24,1324
700466.0,7,3,26,1184
700467.0,2,2,5,107
700467.0,10,1,36,1108
700468.0,3,3,10,1324
700468.0,12,3,46,282
700468.0,13,2,49,1274
700469.0,8,3,30,233
700469.0,13,4,51,1227
700470.0,5,3,18,145
700470.0,13,4,51,1143
700471.0,6,3,22,1324
700471.0,15,3,58,282
700472.0,5,1,16,171
700472.0,8,2,29,172
700472.0,13,3,50,1169
700473.0,8,3,30,1324
700474.0,15,3,58,1274
700475.0,7,4,27,233
700475.0,15,3,58,1228
700476.0,7,3,26,282
700476.0,16,4,63,1275
700477.0,2,4,7,107
700477.0,10,4,39,1108
700478.0,8,1,28,1274
700478.0,16,2,61,233
700479.0,2,1,4,1274
700479.0,10,3,38,233
700480.0,8,1,28,1274
700480.0,13,1,48,232
700481.0,1,1,0,186
700481.0,4,2,13,187
700481.0,10,1,36,1184
700482.0,1,1,0,232
700482.0,4,2,13,233
700482.0,9,3,34,1227
700483.0,13,1,48,1228
700483.0,16,2,61,1229
700484.0,3,3,10,281
700484.0,12,4,47,1274
700485.0,9,2,33,1274
700486.0,6,2,21,1274
700486.0,15,1,56,233
700487.0,3,1,8,1274
700487.0,11,2,41,233
700488.0,1,3,2,280
700488.0,10,4,39,1273
700489.0,2,2,5,1324
700489.0,11,4,43,282
700490.0,10,2,37,1323
700491.0,7,4,27,1227
700491.0,15,3,58,187
700492.0,3,4,11,1272
700492.0,11,3,42,231
700493.0,8,4,31,282
700493.0,9,1,32,1274
700494.0,6,2,21,232
700494.0,15,1,56,1227
700495.0,8,4,31,1187
700495.0,13,4,51,148
700496.0,6,1,20,487
700497.0,1,1,0,376
700497.0,4,2,13,377
700497.0,10,2,37,1369
700498.0,6,1,20,1227
700498.0,14,2,53,187
700499.0,3,1,8,1274
700499.0,11,2,41,233
700500.0,9,1,32,768
700500.0,12,2,45,769
700501.0,7,4,27,1273
700502.0,2,4,7,281
700502.0,10,3,38,1274
700503.0,4,1,12,282
700503.0,9,4,35,1274
700503.0,12,3,46,1275
700504.0,6,4,23,1273
700505.0,7,4,27,1274
700505.0,15,3,58,233
700506.0,1,2,1,1101
700506.0,10,2,37,68
700507.0,1,1,0,1273
700507.0,4,2,13,1274
700507.0,9,3,34,232
700509.0,7,3,26,1376
700510.0,2,4,7,232
700510.0,15,1,56,187
700511.0,5,2,17,638
700511.0,14,4,55,1635
700512.0,6,3,22,1274
700512.0,15,4,59,233
700513.0,5,4,19,1273
700513.0,13,3,50,232
700514.0,4,4,15,232
700514.0,13,2,49,186
700515.0,2,3,6,1103
700515.0,12,4,47,70
700516.0,5,3,18,385
700516.0,14,4,55,1378
700517.0,13,4,51,1481
700517.0,16,3,62,1482
700518.0,7,1,24,540
700518.0,15,3,58,1535
700519.0,3,1,8,1323
