,ccd,qid,rcid,field
130.0,11,4,43,1588
131.0,2,3,6,282
131.0,11,4,43,1275
132.0,2,3,6,230
132.0,10,3,38,1225
133.0,4,4,15,1275
134.0,7,2,25,233
134.0,16,4,63,1228
135.0,6,1,20,1274
136.0,7,1,24,233
136.0,16,1,60,1228
137.0,11,3,42,232
138.0,4,1,12,1227
138.0,12,3,46,187
139.0,6,3,22,1274
139.0,15,4,59,233
140.0,1,1,0,1273
140.0,4,2,13,1274
140.0,9,2,33,232
141.0,2,3,6,1274
141.0,11,3,42,233
142.0,11,2,41,234
143.0,2,3,6,281
143.0,11,4,43,1274
144.0,12,3,46,233
145.0,6,4,23,281
145.0,14,3,54,1274
146.0,2,1,4,1274
147.0,5,4,19,1052
147.0,8,4,31,1053
147.0,14,3,54,25
148.0,1,2,1,281
148.0,10,1,36,1274
149.0,3,1,8,282
150.0,2,1,4,281
151.0,8,1,28,282
151.0,13,1,48,1274
151.0,16,2,61,1275
152.0,1,3,2,383
152.0,10,4,39,1376
153.0,6,4,23,1274
153.0,14,3,54,233
154.0,7,4,27,233
154.0,15,3,58,1228
155.0,1,3,2,232
155.0,14,1,52,187
156.0,3,1,8,332
156.0,11,2,41,1324
157.0,3,3,10,1228
157.0,12,4,47,188
158.0,3,2,9,1274
158.0,12,1,44,233
159.0,6,1,20,232
159.0,14,2,53,1227
160.0,6,2,21,1274
160.0,15,1,56,233
162.0,3,2,9,1324
162.0,9,1,32,281
162.0,12,2,45,282
163.0,6,4,23,69
163.0,16,4,63,1074
164.0,7,1,24,1143
164.0,14,2,53,108
165.0,1,2,1,281
165.0,10,2,37,1274
166.0,2,4,7,335
166.0,11,4,43,1327
167.0,1,2,1,1375
167.0,10,2,37,332
168.0,1,2,1,1324
168.0,10,1,36,282
169.0,1,3,2,1322
169.0,14,2,53,1273
170.0,5,1,16,233
170.0,14,1,52,1228
171.0,15,3,58,1275
172.0,11,2,41,1184
173.0,2,2,5,283
173.0,11,2,41,1276
174.0,5,1,16,1274
174.0,8,2,29,1275
174.0,13,2,49,233
175.0,7,3,26,1276
175.0,16,3,62,235
176.0,2,2,5,333
176.0,11,2,41,1325
177.0,4,1,12,1326
177.0,9,2,33,283
178.0,13,4,51,1185
179.0,4,4,15,1429
179.0,5,1,16,383
179.0,14,1,52,1376
180.0,3,1,8,1274
181.0,8,4,31,1274
181.0,13,4,51,232
181.0,16,3,62,233
182.0,8,1,28,334
182.0,13,2,49,1325
183.0,5,1,16,1323
183.0,14,1,52,281
184.0,7,1,24,384
184.0,15,2,57,1377
185.0,3,1,8,232
185.0,11,2,41,1227
186.0,8,4,31,187
186.0,13,4,51,1184
187.0,6,3,22,282
187.0,15,4,59,1275
188.0,6,1,20,1323
188.0,15,1,56,281
189.0,7,3,26,282
189.0,16,3,62,1275
190.0,1,1,0,1107
190.0,4,1,12,1108
190.0,11,2,41,74
191.0,8,1,28,1324
191.0,13,1,48,281
192.0,13,4,51,281
192.0,16,3,62,282
193.0,8,1,28,1274
193.0,13,1,48,232
194.0,3,4,11,281
194.0,11,3,42,1274
195.0,2,2,5,1227
195.0,11,1,40,187
196.0,7,2,25,1324
196.0,16,4,63,282
197.0,10,1,36,1074
198.0,1,4,3,281
198.0,4,3,14,282
199.0,7,1,24,1274
199.0,15,2,57,233
200.0,5,3,18,1323
200.0,14,4,55,281
201.0,3,4,11,233
202.0,5,1,16,281
202.0,14,4,55,1274
203.0,3,4,11,1228
203.0,11,3,42,188
204.0,5,4,19,281
204.0,8,3,30,282
204.0,13,3,50,1274
205.0,5,1,16,1051
205.0,8,1,28,1052
205.0,14,1,52,24
206.0,11,1,40,233
207.0,8,4,31,1636
207.0,13,4,51,590
207.0,16,3,62,591
208.0,4,3,14,332
208.0,9,3,34,1323
209.0,6,3,22,1376
209.0,15,3,58,333
210.0,6,3,22,1274
211.0,5,3,18,281
212.0,6,3,22,1274
212.0,15,4,59,233
213.0,1,1,0,1325
213.0,4,2,13,1326
213.0,10,1,36,283
214.0,7,3,26,1274
214.0,16,4,63,233
215.0,4,1,12,768
215.0,12,4,47,1768
216.0,6,4,23,1274
216.0,14,3,54,233
217.0,3,1,8,282
217.0,11,2,41,1275
218.0,5,4,19,230
218.0,8,3,30,231
218.0,13,3,50,1225
219.0,16,3,62,233
220.0,1,3,2,231
220.0,10,4,39,1226
221.0,7,2,25,233
221.0,16,1,60,1228
222.0,9,1,32,1227
223.0,2,3,6,1273
223.0,11,4,43,232
224.0,3,4,11,1228
225.0,3,4,11,1324
225.0,11,3,42,282
226.0,9,2,33,187
227.0,6,3,22,1274
227.0,15,4,59,233
228.0,5,4,19,1273
229.0,1,2,1,233
229.0,10,2,37,1228
230.0,7,1,24,278
230.0,15,1,56,1271
231.0,5,3,18,191
232.0,2,1,4,1323
233.0,8,4,31,282
233.0,13,4,51,1274
234.0,6,3,22,1276
234.0,15,3,58,235
235.0,5,4,19,1323
235.0,14,4,55,281
236.0,2,2,5,1274
236.0,11,1,40,233
237.0,7,4,27,1374
238.0,2,1,4,70
238.0,12,1,44,1075
239.0,5,4,19,1273
239.0,8,3,30,1274
239.0,13,3,50,232
240.0,3,3,10,234
240.0,12,3,46,1229
241.0,14,3,54,1274
242.0,1,4,3,1323
242.0,4,3,14,1324
242.0,9,3,34,281
244.0,4,4,15,1324
244.0,13,2,49,1274
245.0,3,2,9,73
245.0,11,3,42,1077
246.0,3,1,8,281
246.0,11,3,42,1274
247.0,2,1,4,728
247.0,10,3,38,1727
248.0,2,2,5,1227
248.0,11,1,40,187
249.0,12,1,44,233
250.0,2,2,5,1274
250.0,11,1,40,233
251.0,7,1,24,1182
251.0,14,2,53,144
252.0,8,1,28,283
252.0,13,4,51,1275
253.0,7,4,27,1274
253.0,15,3,58,233
254.0,4,4,15,281
254.0,12,3,46,1274
255.0,5,3,18,1376
255.0,14,3,54,333
256.0,2,3,6,1323
256.0,7,1,24,281
256.0,15,2,57,1274
257.0,3,3,10,233
257.0,12,3,46,1228
258.0,4,1,12,281
258.0,9,4,35,1273
259.0,2,2,5,1274
259.0,11,2,41,233
260.0,6,2,21,1274
260.0,15,2,57,233
261.0,4,1,12,188
261.0,9,1,32,1185
262.0,7,4,27,1227
262.0,15,3,58,187
263.0,2,3,6,1377
263.0,11,3,42,334
264.0,10,1,36,1227
265.0,8,4,31,1276
265.0,13,4,51,234
266.0,8,1,28,281
266.0,13,4,51,1273
267.0,1,1,0,230
267.0,4,2,13,231
267.0,9,3,34,1225
268.0,7,3,26,233
268.0,16,4,63,1228
269.0,5,4,19,232
269.0,8,3,30,233
269.0,13,3,50,1227
270.0,8,4,31,187
270.0,9,1,32,1184
271.0,7,4,27,1274
271.0,16,4,63,233
272.0,6,1,20,186
272.0,15,1,56,1184
273.0,10,2,37,233
274.0,3,4,11,1274
274.0,12,4,47,233
275.0,7,4,27,1274
275.0,15,3,58,233
276.0,3,4,11,1324
276.0,11,3,42,282
277.0,5,2,17,281
277.0,14,4,55,1274
278.0,8,4,31,233
278.0,13,4,51,1227
278.0,16,3,62,1228
279.0,7,3,26,1275
279.0,16,3,62,234
280.0,2,1,4,188
280.0,11,1,40,1186
281.0,4,4,15,282
281.0,9,3,34,1274
282.0,6,3,22,591
282.0,15,3,58,1587
283.0,4,1,12,1323
283.0,9,1,32,280
284.0,6,2,21,1274
284.0,15,1,56,233
285.0,4,1,12,1228
285.0,9,1,32,187
285.0,12,2,45,188
286.0,2,2,5,73
286.0,10,4,39,1077
287.0,1,2,1,1533
287.0,10,3,38,487
288.0,3,3,10,1323
288.0,12,4,47,281
289.0,3,3,10,331
289.0,12,4,47,1323
290.0,1,3,2,383
290.0,10,3,38,1376
291.0,7,3,26,1274
291.0,16,4,63,233
292.0,4,1,12,838
292.0,9,2,33,1844
293.0,8,3,30,1429
293.0,13,3,50,383
294.0,6,4,23,1106
294.0,16,4,63,73
295.0,15,3,58,233
296.0,6,3,22,1274
296.0,15,4,59,233
297.0,6,3,22,1274
298.0,7,4,27,1274
299.0,1,3,2,1078
299.0,4,3,14,1079
299.0,12,4,47,48
300.0,5,2,17,281
300.0,14,1,52,1274
301.0,6,3,22,1274
301.0,15,4,59,233
302.0,5,2,17,188
302.0,14,2,53,1186
303.0,8,4,31,1146
303.0,16,4,63,111
304.0,2,4,7,144
304.0,13,1,48,107
304.0,16,2,61,108
305.0,2,2,5,1323
305.0,11,1,40,281
306.0,3,2,9,232
306.0,12,1,44,1227
307.0,1,2,1,1274
307.0,10,1,36,233
308.0,4,3,14,435
308.0,9,3,34,1428
309.0,2,4,7,71
309.0,12,3,46,1076
310.0,2,3,6,281
310.0,11,4,43,1274
311.0,7,2,25,1227
311.0,16,4,63,187
312.0,5,4,19,1273
312.0,8,3,30,1274
312.0,13,3,50,232
313.0,7,4,27,233
313.0,15,3,58,1228
314.0,6,1,20,1274
314.0,15,4,59,233
315.0,2,4,7,281
315.0,10,3,38,1274
316.0,3,2,9,587
316.0,9,1,32,1582
316.0,12,2,45,1583
317.0,5,3,18,1273
318.0,1,2,1,1323
318.0,10,2,37,281
319.0,2,2,5,384
319.0,11,2,41,1377
320.0,3,4,11,1324
320.0,7,2,25,282
320.0,16,2,61,1275
321.0,1,1,0,1274
321.0,4,2,13,1275
321.0,9,2,33,233
323.0,6,2,21,1325
323.0,15,3,58,283
324.0,1,3,2,281
324.0,10,4,39,1274
326.0,1,3,2,383
326.0,15,1,56,333
327.0,7,3,26,233
328.0,5,1,16,1104
328.0,8,2,29,1105
328.0,14,2,53,71
329.0,12,2,45,1273
330.0,1,4,3,1272
330.0,14,1,52,1226
331.0,2,2,5,281
331.0,11,1,40,1274
332.0,3,3,10,1274
332.0,12,4,47,233
333.0,14,1,52,187
334.0,11,1,40,1275
335.0,7,3,26,1143
335.0,14,3,54,108
336.0,2,4,7,332
336.0,11,4,43,1324
337.0,4,4,15,233
337.0,5,1,16,1227
337.0,8,2,29,1228
337.0,13,2,49,187
338.0,6,4,23,1274
339.0,8,4,31,1225
339.0,16,4,63,185
340.0,7,1,24,233
340.0,16,1,60,1228
341.0,2,3,6,281
341.0,15,2,57,233
342.0,7,4,27,1275
342.0,16,4,63,234
343.0,3,1,8,233
343.0,11,2,41,1228
344.0,4,1,12,234
344.0,9,4,35,1228
346.0,2,3,6,1274
346.0,7,1,24,233
346.0,16,1,60,1228
347.0,1,4,3,186
347.0,4,3,14,187
347.0,10,4,39,1184
348.0,4,1,12,233
348.0,9,4,35,1227
349.0,6,3,22,1429
349.0,15,3,58,384
350.0,2,3,6,639
350.0,11,3,42,1636
351.0,10,2,37,1275
352.0,5,3,18,71
352.0,8,3,30,72
352.0,16,4,63,1076
353.0,2,1,4,282
353.0,11,1,40,1275
354.0,5,3,18,232
354.0,14,4,55,1227
355.0,10,2,37,1534
356.0,7,2,25,233
356.0,16,1,60,1228
357.0,11,2,41,1143
358.0,3,4,11,282
358.0,12,4,47,1275
359.0,6,2,21,1274
359.0,15,3,58,233
360.0,1,3,2,331
360.0,10,4,39,1323
361.0,1,3,2,281
361.0,6,1,20,1274
361.0,14,2,53,233
362.0,14,4,55,187
363.0,15,2,57,233
364.0,2,2,5,1227
364.0,11,4,43,187
365.0,5,3,18,1273
365.0,14,4,55,232
366.0,7,1,24,284
366.0,16,1,60,1277
367.0,2,2,5,540
367.0,11,2,41,1535
368.0,1,4,3,72
368.0,4,4,15,73
368.0,11,3,42,1077
369.0,2,4,7,1729
369.0,6,1,20,688
369.0,14,2,53,1686
370.0,4,4,15,1275
370.0,14,1,52,1228
371.0,2,2,5,282
371.0,11,1,40,1275
372.0,5,2,17,1273
372.0,14,1,52,232
373.0,10,2,37,281
374.0,7,3,26,1274
374.0,16,4,63,233
375.0,4,4,15,232
375.0,9,4,35,1226
375.0,12,3,46,1227
376.0,7,2,25,74
376.0,15,2,57,1078
377.0,2,3,6,539
377.0,11,3,42,1534
378.0,4,1,12,1274
378.0,9,4,35,232
378.0,12,3,46,233
379.0,7,1,24,333
379.0,15,3,58,1325
380.0,15,3,58,233
381.0,7,3,26,1274
381.0,16,4,63,233
382.0,5,1,16,1320
382.0,13,2,49,278
383.0,8,1,28,1274
383.0,16,3,62,233
384.0,8,4,31,1145
384.0,16,4,63,110
385.0,1,2,1,383
385.0,10,3,38,1376
386.0,6,2,21,1227
386.0,15,4,59,187
387.0,8,1,28,1227
387.0,16,2,61,187
388.0,4,1,12,384
388.0,9,1,32,1376
388.0,12,2,45,1377
389.0,1,2,1,186
389.0,10,2,37,1184
390.0,2,3,6,281
390.0,15,2,57,233
391.0,5,1,16,233
391.0,8,2,29,234
392.0,6,4,23,231
392.0,14,3,54,1226
393.0,7,1,24,146
394.0,4,4,15,234
394.0,9,4,35,1228
394.0,12,3,46,1229
395.0,3,3,10,233
395.0,12,3,46,1228
396.0,3,1,8,281
396.0,11,2,41,1274
397.0,11,2,41,233
398.0,11,1,40,1274
399.0,1,2,1,331
399.0,10,1,36,1323
400.0,1,4,3,232
400.0,4,3,14,233
400.0,9,3,34,1227
401.0,8,4,31,1275
401.0,13,4,51,233
402.0,4,4,15,1311
402.0,13,2,49,1262
403.0,5,3,18,1182
403.0,13,4,51,144
403.0,16,3,62,145
404.0,1,2,1,1274
404.0,10,1,36,233
405.0,11,2,41,233
406.0,2,2,5,1273
406.0,11,1,40,232
407.0,3,3,10,281
407.0,13,1,48,232
407.0,16,2,61,233
408.0,7,2,25,233
408.0,16,1,60,1228
409.0,3,1,8,1324
410.0,8,3,30,1271
410.0,13,4,51,229
411.0,3,2,9,1274
411.0,12,2,45,233
412.0,1,1,0,383
412.0,4,2,13,384
413.0,13,1,48,1324
413.0,16,2,61,1325
414.0,5,1,16,232
414.0,8,2,29,233
414.0,13,2,49,1227
415.0,2,2,5,1324
415.0,11,2,41,282
416.0,7,3,26,186
416.0,13,4,51,1183
416.0,16,3,62,1184
417.0,5,4,19,487
417.0,8,3,30,488
417.0,13,3,50,1481
418.0,3,2,9,310
418.0,11,1,40,1302
419.0,2,4,7,281
419.0,15,1,56,233
420.0,2,1,4,1376
420.0,10,2,37,333
421.0,8,3,30,493
422.0,6,3,22,1273
422.0,15,4,59,232
423.0,7,4,27,1324
423.0,15,3,58,282
424.0,3,1,8,232
424.0,11,2,41,1227
425.0,5,4,19,639
425.0,14,4,55,1636
426.0,1,1,0,1273
426.0,4,2,13,1274
426.0,9,2,33,232
427.0,5,1,16,232
427.0,8,2,29,233
427.0,13,2,49,1227
428.0,7,2,25,232
428.0,16,1,60,1227
429.0,2,4,7,281
429.0,10,3,38,1274
430.0,12,1,44,233
431.0,4,1,12,1376
431.0,9,1,32,332
432.0,1,1,0,230
432.0,4,2,13,231
432.0,9,3,34,1225
433.0,7,4,27,1274
434.0,3,1,8,283
434.0,12,4,47,1276
435.0,6,3,22,1323
435.0,15,3,58,281
436.0,4,4,15,1302
436.0,11,3,42,260
437.0,4,1,12,233
437.0,9,1,32,1227
438.0,9,1,32,383
438.0,12,2,45,384
439.0,4,1,12,1324
439.0,9,1,32,281
440.0,5,2,17,1376
440.0,14,1,52,333
441.0,6,2,21,232
441.0,15,4,59,1227
442.0,2,1,4,185
443.0,5,4,19,1226
443.0,8,3,30,1227
443.0,13,3,50,186
444.0,2,2,5,1182
444.0,10,1,36,144
445.0,7,2,25,332
445.0,16,1,60,1324
446.0,7,2,25,1376
446.0,16,1,60,333
447.0,7,1,24,1273
447.0,15,3,58,232
448.0,8,3,30,332
449.0,7,1,24,1274
449.0,15,3,58,233
450.0,7,3,26,1324
450.0,16,4,63,282
451.0,8,4,31,234
451.0,13,4,51,1228
452.0,5,4,19,106
452.0,8,3,30,107
452.0,13,4,51,1107
452.0,16,3,62,1108
453.0,3,4,11,282
453.0,11,3,42,1275
454.0,8,3,30,1274
455.0,1,2,1,1767
455.0,10,1,36,729
456.0,14,4,55,1102
457.0,5,4,19,1273
457.0,13,3,50,232
458.0,2,2,5,743
458.0,10,2,37,1742
459.0,3,3,10,333
459.0,12,4,47,1325
459.0,13,1,48,282
460.0,8,1,28,233
460.0,13,1,48,1227
461.0,7,4,27,1534
462.0,1,2,1,190
462.0,10,2,37,1188
463.0,1,2,1,1635
463.0,10,2,37,590
464.0,7,3,26,1274
464.0,16,4,63,233
465.0,3,4,11,1275
465.0,16,2,61,1229
466.0,3,4,11,1274
466.0,11,3,42,233
467.0,5,4,19,1579
467.0,10,1,36,533
468.0,6,1,20,331
468.0,14,2,53,1323
469.0,8,3,30,1274
470.0,4,2,13,1324
470.0,9,2,33,281
471.0,3,4,11,1274
471.0,7,2,25,233
471.0,16,2,61,1228
472.0,7,2,25,233
472.0,16,1,60,1228
473.0,2,1,4,107
474.0,1,3,2,14
474.0,3,1,8,15
474.0,10,2,37,1007
474.0,10,3,38,1014
475.0,1,1,0,1141
475.0,4,1,12,1142
475.0,11,2,41,107
476.0,5,3,18,1323
476.0,14,3,54,281
477.0,4,4,15,435
477.0,9,4,35,1428
478.0,4,1,12,1274
478.0,9,4,35,232
479.0,2,4,7,435
479.0,11,4,43,1429
480.0,7,1,24,1274
481.0,8,3,30,1229
481.0,13,3,50,188
482.0,6,2,21,1274
482.0,15,1,56,233
483.0,15,3,58,488
484.0,1,4,3,1226
484.0,4,3,14,1227
484.0,9,3,34,186
485.0,1,2,1,282
485.0,10,1,36,1275
486.0,8,4,31,187
487.0,1,3,2,281
487.0,10,4,39,1274
487.0,14,2,53,233
488.0,3,2,9,1275
488.0,12,4,47,234
489.0,15,2,57,1228
490.0,3,1,8,1185
490.0,11,2,41,147
491.0,1,3,2,1227
492.0,13,3,50,109
493.0,4,1,12,282
493.0,9,3,34,1274
494.0,6,2,21,69
494.0,16,1,60,1074
495.0,6,1,20,1274
495.0,14,2,53,233
496.0,6,3,22,1683
496.0,15,4,59,639
497.0,4,1,12,1426
497.0,9,1,32,380
498.0,7,4,27,1274
498.0,15,3,58,233
499.0,6,3,22,73
500.0,2,1,4,1227
500.0,10,2,37,187
501.0,8,1,28,1228
501.0,13,4,51,187
501.0,16,3,62,188
502.0,11,1,40,1275
503.0,2,1,4,191
503.0,11,2,41,1189
504.0,3,1,8,1143
504.0,10,2,37,108
505.0,5,2,17,1107
505.0,16,1,60,74
506.0,4,1,12,1324
506.0,9,2,33,281
507.0,7,1,24,233
507.0,15,2,57,1228
508.0,6,2,21,1227
508.0,15,1,56,187
509.0,4,1,12,333
509.0,9,1,32,1324
509.0,12,2,45,1325
510.0,12,2,45,1275
511.0,8,1,28,1275
511.0,13,1,48,233
511.0,16,2,61,234
512.0,6,1,20,434
512.0,15,4,59,1428
513.0,7,2,25,1274
513.0,16,1,60,233
514.0,2,2,5,1274
514.0,11,1,40,233
515.0,11,2,41,188
516.0,7,1,24,1324
516.0,16,1,60,282
517.0,3,4,11,233
517.0,11,3,42,1228
518.0,5,2,17,232
518.0,14,4,55,1227
519.0,6,4,23,1324
519.0,15,4,59,282
520.0,6,2,21,1274
520.0,15,1,56,233
521.0,8,1,28,281
521.0,16,2,61,1274
522.0,1,2,1,1274
522.0,10,4,39,233
523.0,5,3,18,233
523.0,14,3,54,1228
524.0,1,2,1,1227
524.0,10,1,36,187
525.0,4,1,12,233
525.0,9,1,32,1227
525.0,12,2,45,1228
526.0,2,3,6,281
526.0,11,4,43,1274
527.0,1,3,2,281
527.0,10,4,39,1274
528.0,10,2,37,232
529.0,7,2,25,282
529.0,16,1,60,1275
530.0,7,3,26,281
530.0,16,4,63,1274
532.0,7,4,27,1274
532.0,15,3,58,233
533.0,3,3,10,1274
533.0,12,4,47,233
533.0,13,1,48,1227
534.0,5,4,19,232
535.0,2,4,7,281
536.0,1,2,1,233
536.0,10,2,37,1228
537.0,4,4,15,280
537.0,12,3,46,1273
538.0,4,4,15,1428
538.0,9,4,35,382
539.0,7,1,24,1728
539.0,15,2,57,687
540.0,3,4,11,435
540.0,12,4,47,1429
541.0,3,4,11,280
541.0,11,4,43,1273
542.0,6,3,22,1274
542.0,15,4,59,233
543.0,9,1,32,1376
543.0,12,2,45,1377
544.0,5,4,19,1184
544.0,8,3,30,1185
544.0,13,3,50,146
545.0,3,3,10,1274
545.0,12,4,47,233
546.0,3,2,9,1274
546.0,12,1,44,233
547.0,1,2,1,278
547.0,9,2,33,1271
548.0,7,3,26,1352
548.0,14,3,54,309
549.0,7,1,24,1274
549.0,15,3,58,233
550.0,3,1,8,70
550.0,9,2,33,1074
551.0,3,1,8,1323
551.0,11,2,41,281
552.0,16,2,61,233
553.0,3,1,8,1320
553.0,11,3,42,278
554.0,2,3,6,1226
554.0,15,2,57,1184
555.0,8,3,30,436
555.0,13,3,50,1429
556.0,6,1,20,1227
556.0,14,2,53,187
557.0,6,4,23,232
557.0,14,3,54,1227
558.0,2,2,5,1227
558.0,11,4,43,187
559.0,8,1,28,281
559.0,16,3,62,1274
560.0,5,4,19,1184
560.0,8,3,30,1185
561.0,3,3,10,280
561.0,16,2,61,232
562.0,5,1,16,232
562.0,8,2,29,233
562.0,13,2,49,1227
563.0,2,3,6,1143
563.0,14,1,52,1109
564.0,1,4,3,281
564.0,4,3,14,282
564.0,14,1,52,233
565.0,2,4,7,768
565.0,10,4,39,1768
566.0,2,3,6,1324
566.0,11,4,43,282
567.0,2,1,4,1274
567.0,10,2,37,233
568.0,7,3,26,233
569.0,7,1,24,1374
569.0,15,3,58,331
570.0,12,1,44,1324
571.0,4,1,12,1323
