,ccd,qid,rcid,field
20153.0,9,1,32,1274
20153.0,12,2,45,1275
20154.0,11,3,42,1274
20155.0,8,2,29,591
20155.0,13,3,50,1586
20156.0,1,1,0,1273
20156.0,4,2,13,1274
20156.0,9,2,33,232
20157.0,3,3,10,107
20157.0,11,4,43,1108
20158.0,6,2,21,232
20158.0,15,4,59,1227
20159.0,6,2,21,233
20159.0,15,1,56,1228
20160.0,6,3,22,233
20160.0,15,3,58,1228
20161.0,15,2,57,233
20162.0,11,1,40,1274
20163.0,10,2,37,233
20164.0,7,4,27,331
20164.0,15,3,58,1323
20165.0,11,3,42,1228
20166.0,2,4,7,281
20166.0,6,2,21,1274
20166.0,15,1,56,233
20167.0,2,4,7,281
20167.0,10,3,38,1274
20168.0,7,2,25,1586
20168.0,16,3,62,540
20169.0,7,1,24,233
20170.0,5,2,17,1376
20170.0,14,2,53,333
20171.0,6,2,21,1274
20171.0,15,1,56,233
20172.0,1,3,2,281
20172.0,14,2,53,233
20173.0,8,1,28,381
20173.0,13,2,49,1373
20174.0,6,2,21,384
20174.0,15,1,56,1377
20175.0,3,1,8,1227
20175.0,11,2,41,187
20176.0,5,1,16,1274
20176.0,8,2,29,1275
20176.0,13,3,50,233
20177.0,7,4,27,1275
20177.0,16,4,63,234
20178.0,7,3,26,187
20178.0,13,4,51,1184
20178.0,16,3,62,1185
20179.0,2,3,6,232
20179.0,11,4,43,1227
20180.0,3,1,8,1227
20180.0,11,2,41,187
20181.0,4,3,14,1274
20181.0,9,3,34,232
20182.0,7,3,26,1274
20182.0,16,4,63,233
20183.0,3,1,8,581
20183.0,9,2,33,1576
20184.0,1,2,1,232
20184.0,10,1,36,1227
20185.0,8,1,28,146
20185.0,16,4,63,1144
20186.0,3,2,9,1225
20186.0,11,3,42,185
20187.0,7,4,27,1274
20188.0,6,3,22,1274
20188.0,15,4,59,233
20189.0,4,1,12,1273
20189.0,9,1,32,231
20189.0,12,2,45,232
20190.0,2,4,7,331
20190.0,10,3,38,1323
20191.0,4,3,14,1429
20191.0,9,3,34,383
20192.0,7,3,26,383
20193.0,5,1,16,232
20193.0,8,2,29,233
20193.0,13,2,49,1227
20194.0,3,1,8,1269
20194.0,11,2,41,228
20195.0,7,2,25,233
20195.0,16,1,60,1228
20196.0,10,3,38,188
20197.0,6,2,21,68
20198.0,6,1,20,195
20198.0,16,1,60,1193
20199.0,1,3,2,1274
20199.0,10,4,39,233
20200.0,2,1,4,1303
20200.0,9,3,34,261
20201.0,1,3,2,1155
20201.0,4,3,14,1156
20201.0,9,4,35,119
20202.0,6,3,22,1274
20202.0,15,4,59,233
20203.0,12,3,46,233
20204.0,7,2,25,1227
20205.0,1,2,1,1274
20205.0,10,1,36,233
20206.0,7,1,24,1152
20206.0,16,1,60,117
20207.0,1,3,2,99
20207.0,4,3,14,100
20207.0,10,3,38,1101
20208.0,2,2,5,1210
20208.0,10,4,39,171
20209.0,5,4,19,1323
20209.0,10,1,36,281
20210.0,5,4,19,232
20210.0,8,3,30,233
20211.0,7,3,26,1101
20211.0,13,4,51,67
20211.0,16,3,62,68
20212.0,5,2,17,1323
20212.0,14,1,52,281
20213.0,1,4,3,1322
20213.0,4,3,14,1323
20214.0,1,3,2,188
20214.0,10,3,38,1186
20215.0,2,3,6,1374
20215.0,16,1,60,1323
20216.0,5,4,19,187
20216.0,8,3,30,188
20216.0,13,3,50,1185
20217.0,8,1,28,281
20217.0,16,2,61,1274
20218.0,6,4,23,1226
20218.0,14,4,55,186
20219.0,3,3,10,1274
20219.0,13,1,48,1227
20219.0,16,2,61,1228
20220.0,6,1,20,282
20220.0,14,2,53,1275
20221.0,5,4,19,1375
20221.0,14,4,55,332
20222.0,5,3,18,281
20222.0,14,4,55,1274
20223.0,6,2,21,1274
20223.0,15,4,59,233
20224.0,7,2,25,1322
20224.0,16,1,60,280
20225.0,7,1,24,1274
20225.0,15,2,57,233
20226.0,7,2,25,1120
20226.0,14,4,55,86
20227.0,5,4,19,233
20227.0,8,3,30,234
20227.0,13,3,50,1228
20228.0,3,4,11,1274
20228.0,12,4,47,233
20229.0,5,3,18,232
20229.0,14,4,55,1227
20230.0,12,1,44,540
20231.0,4,4,15,282
20231.0,9,4,35,1274
20231.0,12,3,46,1275
20232.0,3,2,9,1535
20232.0,12,1,44,489
20233.0,2,2,5,1274
20233.0,11,1,40,233
20234.0,10,2,37,1482
20235.0,16,1,60,1684
20236.0,6,1,20,233
20236.0,14,2,53,1228
20237.0,12,3,46,233
20238.0,8,1,28,1274
20238.0,13,4,51,232
20238.0,16,3,62,233
20239.0,1,3,2,234
20239.0,15,2,57,189
20240.0,3,1,8,1274
20240.0,12,1,44,233
20241.0,10,2,37,1274
20242.0,3,1,8,802
20242.0,10,2,37,1805
20243.0,3,2,9,1274
20243.0,12,2,45,233
20244.0,7,4,27,215
20244.0,14,3,54,1210
20245.0,2,2,5,1274
20245.0,11,1,40,233
20246.0,1,2,1,281
20246.0,10,1,36,1274
20247.0,7,2,25,588
20247.0,13,1,48,1583
20247.0,16,2,61,1584
20248.0,7,2,25,1227
20249.0,6,3,22,1227
20249.0,15,4,59,187
20250.0,7,1,24,1077
20250.0,13,2,49,46
20251.0,5,1,16,186
20251.0,8,2,29,187
20251.0,13,3,50,1184
20252.0,8,4,31,233
20253.0,2,3,6,281
20253.0,11,4,43,1274
20254.0,2,4,7,280
20254.0,10,3,38,1273
20254.0,15,1,56,232
20255.0,2,3,6,1861
20255.0,11,4,43,831
20256.0,6,3,22,187
20256.0,15,4,59,1185
20257.0,1,2,1,233
20257.0,10,1,36,1228
20258.0,7,1,24,1275
20258.0,16,1,60,234
20259.0,5,4,19,1226
20259.0,8,3,30,1227
20259.0,13,3,50,186
20260.0,14,1,52,230
20261.0,2,3,6,1324
20261.0,11,4,43,282
20262.0,8,1,28,233
20262.0,13,1,48,1227
20263.0,3,3,10,145
20263.0,14,2,53,108
20264.0,10,2,37,281
20265.0,2,2,5,1274
20265.0,11,4,43,233
20266.0,4,2,13,1274
20266.0,9,2,33,232
20267.0,10,1,36,232
20268.0,2,3,6,1274
20268.0,11,3,42,233
20268.0,16,1,60,1228
20269.0,1,1,0,232
20269.0,4,2,13,233
20269.0,9,2,33,1227
20270.0,4,1,12,1324
20270.0,9,1,32,281
20271.0,2,2,5,1227
20271.0,11,1,40,187
20272.0,9,1,32,1142
20272.0,12,2,45,1143
20273.0,3,1,8,1273
20273.0,12,1,44,232
20274.0,4,1,12,1275
20274.0,9,1,32,233
20274.0,12,2,45,234
20275.0,12,1,44,233
20276.0,3,1,8,1325
20276.0,11,3,42,283
20277.0,9,2,33,1371
20278.0,3,1,8,281
20278.0,11,3,42,1274
20279.0,6,3,22,1274
20279.0,15,4,59,233
20280.0,6,3,22,280
20280.0,15,4,59,1273
20281.0,5,2,17,232
20282.0,1,4,3,186
20282.0,4,3,14,187
20283.0,12,2,45,191
20284.0,5,4,19,1273
20285.0,2,3,6,1184
20285.0,14,2,53,1144
20286.0,3,2,9,1275
20286.0,12,1,44,234
20287.0,2,3,6,281
20287.0,11,4,43,1274
20287.0,15,2,57,233
20288.0,2,4,7,1227
20288.0,15,1,56,1185
20289.0,7,3,26,1323
20290.0,6,2,21,149
20290.0,15,1,56,1147
20291.0,11,2,41,1228
20292.0,8,4,31,1324
20293.0,2,4,7,1227
20293.0,10,3,38,187
20294.0,5,1,16,281
20294.0,8,2,29,282
20294.0,13,2,49,1274
20295.0,12,2,45,592
20296.0,9,2,33,1426
20297.0,7,2,25,1229
20297.0,16,2,61,189
20298.0,9,1,32,1375
20298.0,12,2,45,1376
20299.0,1,3,2,1273
20299.0,10,4,39,232
20300.0,1,2,1,1322
20300.0,10,1,36,280
20301.0,1,2,1,1227
20301.0,10,1,36,187
20302.0,6,4,23,1227
20302.0,14,3,54,187
20303.0,2,1,4,1275
20303.0,11,4,43,234
20304.0,3,3,10,1275
20304.0,9,4,35,233
20304.0,12,3,46,234
20305.0,3,2,9,1427
20305.0,12,3,46,382
20306.0,8,4,31,1636
20306.0,13,4,51,590
20307.0,4,4,15,1274
20307.0,9,4,35,232
20307.0,12,3,46,233
20308.0,1,4,3,281
20308.0,4,3,14,282
20308.0,9,3,34,1274
20309.0,1,2,1,1273
20309.0,10,1,36,232
20310.0,4,4,15,1324
20310.0,9,4,35,281
20310.0,12,3,46,282
20310.0,13,2,49,1274
20311.0,6,1,20,1274
20312.0,3,1,8,1274
20312.0,12,1,44,233
20313.0,6,3,22,98
20313.0,15,4,59,1100
20314.0,6,2,21,1274
20314.0,15,4,59,233
20315.0,5,4,19,1273
20315.0,8,3,30,1274
20315.0,13,3,50,232
20316.0,2,3,6,281
20316.0,15,2,57,233
20317.0,5,1,16,232
20317.0,8,2,29,233
20317.0,13,2,49,1227
20318.0,2,1,4,1636
20318.0,11,1,40,591
20319.0,7,2,25,1274
20319.0,16,1,60,233
20320.0,1,3,2,487
20320.0,10,3,38,1481
20321.0,6,1,20,1228
20321.0,15,4,59,188
20322.0,7,2,25,282
20322.0,16,4,63,1275
20323.0,2,3,6,1481
20323.0,16,1,60,1430
20324.0,3,1,8,1274
20324.0,11,2,41,233
20325.0,1,1,0,280
20325.0,4,2,13,281
20325.0,9,3,34,1273
20326.0,7,3,26,1274
20326.0,16,4,63,233
20327.0,7,2,25,1276
20327.0,13,1,48,234
20327.0,16,2,61,235
20328.0,3,1,8,802
20328.0,10,2,37,1805
20329.0,3,2,9,1275
20329.0,12,2,45,234
20330.0,5,2,17,232
20330.0,14,1,52,1227
20331.0,7,4,27,1227
20331.0,11,2,41,187
20332.0,5,3,18,281
20332.0,14,4,55,1274
20333.0,7,2,25,280
20334.0,13,4,51,282
20334.0,16,3,62,283
20335.0,7,4,27,333
20336.0,8,3,30,1325
20336.0,13,3,50,282
20337.0,2,2,5,1274
20337.0,11,1,40,233
20338.0,7,2,25,282
20338.0,16,1,60,1275
20339.0,6,4,23,233
20340.0,3,4,11,1585
20340.0,12,4,47,539
20341.0,6,1,20,233
20342.0,5,4,19,1323
20342.0,14,4,55,281
20343.0,1,3,2,281
20343.0,10,4,39,1274
20343.0,15,1,56,233
20344.0,1,2,1,310
20344.0,9,1,32,1302
20344.0,12,2,45,1303
20345.0,4,4,15,283
20345.0,5,1,16,1275
20345.0,14,1,52,234
20346.0,1,2,1,686
20346.0,10,1,36,1684
20347.0,8,3,30,283
20347.0,13,3,50,1275
20348.0,6,4,23,281
20349.0,3,2,9,1273
20349.0,12,1,44,232
20350.0,1,3,2,280
20350.0,10,4,39,1273
20351.0,5,4,19,1274
20352.0,3,3,10,145
20352.0,14,2,53,108
20353.0,5,1,16,145
20353.0,8,2,29,146
20353.0,16,3,62,1144
20354.0,3,4,11,1142
20354.0,10,4,39,107
20355.0,11,2,41,233
20356.0,5,3,18,233
20357.0,9,2,33,282
20358.0,6,2,21,282
20358.0,15,1,56,1275
20359.0,3,3,10,281
20359.0,13,1,48,232
20360.0,6,4,23,1324
20360.0,15,4,59,282
20361.0,10,2,37,1323
20362.0,1,3,2,281
20362.0,10,3,38,1274
20363.0,5,1,16,1274
20363.0,8,2,29,1275
20363.0,13,3,50,233
20364.0,7,1,24,1274
20364.0,15,2,57,233
20365.0,8,1,28,186
20365.0,13,1,48,1183
20366.0,8,3,30,1482
20367.0,1,2,1,1321
20367.0,10,4,39,279
20368.0,2,4,7,1376
20368.0,11,4,43,333
20369.0,4,1,12,1227
20369.0,9,1,32,186
20369.0,12,2,45,187
20370.0,5,3,18,1130
20370.0,14,4,55,96
20371.0,3,4,11,1106
20371.0,13,1,48,1076
20371.0,16,2,61,1077
20372.0,6,2,21,1227
20372.0,15,4,59,187
20373.0,6,2,21,232
20373.0,15,1,56,1227
20374.0,8,1,28,1228
20374.0,16,3,62,188
20375.0,2,2,5,332
20375.0,11,1,40,1324
20376.0,4,1,12,332
20376.0,9,1,32,1323
20377.0,2,1,4,70
20377.0,12,4,47,1075
20378.0,3,2,9,381
20378.0,12,2,45,1374
20379.0,1,1,0,231
20379.0,4,2,13,232
20379.0,9,2,33,1226
20380.0,3,3,10,281
20380.0,12,4,47,1274
20381.0,7,2,25,1326
20381.0,16,2,61,284
20382.0,2,3,6,332
20382.0,11,4,43,1324
20383.0,7,4,27,1274
20384.0,4,4,15,1324
20384.0,9,4,35,281
20384.0,12,3,46,282
20385.0,4,4,15,232
20385.0,5,1,16,1226
20385.0,8,2,29,1227
20385.0,13,1,48,186
20386.0,5,3,18,1184
20386.0,13,3,50,146
20387.0,6,1,20,282
20387.0,15,1,56,1275
20388.0,3,1,8,1228
20388.0,11,2,41,188
20389.0,7,2,25,232
20389.0,16,1,60,1227
20390.0,6,2,21,1274
20390.0,15,2,57,233
20391.0,2,3,6,1275
20391.0,16,1,60,1229
20392.0,10,1,36,187
20393.0,2,2,5,1274
20393.0,11,4,43,233
20394.0,2,1,4,281
20395.0,8,1,28,1274
20395.0,13,1,48,232
20396.0,7,1,24,1184
20396.0,15,1,56,146
20397.0,1,4,3,1273
20397.0,4,3,14,1274
20397.0,9,3,34,232
20398.0,7,3,26,1274
20398.0,16,3,62,233
20399.0,6,3,22,1274
20399.0,15,4,59,233
20400.0,2,2,5,333
20400.0,11,1,40,1325
20401.0,5,4,19,487
20401.0,14,4,55,1481
20402.0,3,4,11,134
20402.0,8,1,28,1133
20402.0,13,2,49,98
20403.0,3,2,9,283
20403.0,12,2,45,1276
20404.0,5,1,16,1274
20405.0,5,4,19,70
20405.0,8,4,31,71
20405.0,15,4,59,1075
20406.0,1,2,1,281
20406.0,10,1,36,1274
20407.0,11,2,41,1320
20408.0,3,1,8,1534
20408.0,11,2,41,488
20409.0,5,4,19,1323
20409.0,8,3,30,1324
20409.0,13,3,50,281
20410.0,4,4,15,1274
20410.0,9,4,35,232
20411.0,1,4,3,808
20411.0,4,3,14,809
20411.0,11,3,42,1812
20412.0,4,4,15,232
20412.0,9,4,35,1226
20413.0,2,1,4,1273
20413.0,10,2,37,232
20414.0,7,2,25,436
20414.0,16,1,60,1430
20415.0,5,1,16,107
20415.0,8,2,29,108
20415.0,13,4,51,1108
20416.0,1,1,0,1107
20416.0,4,1,12,1108
20416.0,11,1,40,74
20417.0,6,3,22,1184
20418.0,5,4,19,186
20418.0,8,3,30,187
20418.0,13,3,50,1184
20419.0,6,1,20,1274
20419.0,14,2,53,233
20420.0,3,4,11,1427
20420.0,8,1,28,382
20420.0,13,1,48,1374
20421.0,3,1,8,107
20421.0,11,1,40,1108
20422.0,9,4,35,281
20422.0,12,3,46,282
20423.0,3,3,10,282
20423.0,12,3,46,1275
20424.0,6,3,22,1274
20425.0,12,1,44,233
20426.0,7,1,24,46
20426.0,14,2,53,1053
20427.0,8,1,28,133
20427.0,13,2,49,1131
20428.0,5,3,18,1273
20428.0,14,4,55,232
20429.0,6,2,21,1274
20429.0,15,1,56,233
20430.0,7,4,27,1274
20430.0,15,3,58,233
20431.0,8,1,28,1325
20431.0,13,1,48,282
20432.0,8,4,31,1275
20432.0,13,4,51,233
20432.0,16,3,62,234
20433.0,3,2,9,281
20433.0,12,4,47,1274
20434.0,5,1,16,1228
20434.0,8,2,29,1229
20434.0,13,3,50,188
20435.0,8,3,30,382
20436.0,2,2,5,233
20436.0,11,2,41,1228
20437.0,6,1,20,232
20437.0,14,3,54,1227
20438.0,12,1,44,233
20439.0,12,2,45,283
20440.0,3,1,8,1274
20440.0,11,2,41,233
20441.0,4,1,12,282
20441.0,9,4,35,1274
20441.0,12,3,46,1275
20442.0,2,1,4,383
20443.0,3,2,9,282
20443.0,12,2,45,1275
20444.0,12,2,45,233
20445.0,7,1,24,1429
20445.0,16,1,60,384
20446.0,2,4,7,1275
20446.0,11,4,43,234
20447.0,1,3,2,281
20447.0,10,4,39,1274
20448.0,12,2,45,1274
20449.0,8,4,31,1325
20449.0,13,4,51,282
20450.0,1,4,3,232
20450.0,4,3,14,233
20450.0,9,3,34,1227
20451.0,7,3,26,281
20451.0,16,4,63,1274
20452.0,3,4,11,281
20452.0,11,3,42,1274
20453.0,6,1,20,282
20453.0,15,1,56,1275
20454.0,1,4,3,281
20454.0,10,4,39,1274
20455.0,1,2,1,1428
20455.0,10,1,36,383
20456.0,7,4,27,231
20456.0,15,3,58,1226
20457.0,7,2,25,1429
20457.0,16,2,61,384
20458.0,3,1,8,70
20458.0,10,1,36,1074
20459.0,1,2,1,1272
20459.0,10,1,36,231
20460.0,1,2,1,1226
20460.0,9,2,33,186
20461.0,2,1,4,1375
20461.0,10,2,37,332
20462.0,7,3,26,279
20462.0,15,3,58,1272
20463.0,2,1,4,145
20463.0,10,1,36,1143
20464.0,4,1,12,173
20464.0,9,1,32,1170
20465.0,6,1,20,1274
20465.0,14,2,53,233
20466.0,5,4,19,1228
20466.0,8,3,30,1229
20466.0,13,3,50,188
20467.0,8,4,31,147
20467.0,16,3,62,1145
20468.0,3,3,10,73
20468.0,11,4,43,1077
20469.0,5,1,16,1227
20469.0,8,2,29,1228
20469.0,13,3,50,187
20470.0,15,3,58,1636
20471.0,1,3,2,232
20471.0,14,2,53,187
20472.0,6,3,22,1274
20472.0,15,4,59,233
20473.0,7,2,25,278
20473.0,15,3,58,1271
20474.0,7,3,26,1324
20475.0,7,4,27,1227
20475.0,15,3,58,187
20476.0,4,1,12,332
20476.0,9,1,32,1323
20477.0,4,1,12,333
20477.0,9,1,32,1324
20478.0,2,3,6,1171
20478.0,11,4,43,134
20479.0,3,4,11,487
20479.0,13,1,48,435
20480.0,8,4,31,383
20480.0,13,3,50,1375
20481.0,5,4,19,1117
20481.0,8,3,30,1118
20481.0,14,4,55,83
20482.0,7,4,27,1481
20482.0,16,4,63,436
20483.0,5,3,18,107
20483.0,8,3,30,108
20483.0,13,4,51,1108
20484.0,3,4,11,281
20484.0,11,3,42,1274
20484.0,16,1,60,233
20485.0,5,4,19,1274
20485.0,14,4,55,233
20486.0,1,2,1,1227
20486.0,10,1,36,187
20487.0,6,2,21,1274
20487.0,15,1,56,233
20488.0,7,3,26,232
20489.0,5,4,19,1273
20490.0,2,3,6,1228
20490.0,16,1,60,1186
20491.0,7,1,24,1228
20491.0,15,3,58,188
20492.0,3,1,8,233
20492.0,11,2,41,1228
20493.0,6,1,20,232
20494.0,6,4,23,1274
20495.0,16,4,63,187
20496.0,7,2,25,1228
20496.0,16,1,60,188
20497.0,1,1,0,1323
20497.0,4,2,13,1324
20497.0,9,2,33,281
20498.0,2,1,4,187
20498.0,10,2,37,1185
20499.0,7,1,24,281
20500.0,2,1,4,1273
20501.0,10,2,37,281
20502.0,5,3,18,332
20502.0,14,3,54,1324
20503.0,7,1,24,233
20503.0,15,2,57,1228
20504.0,7,4,27,1274
20504.0,15,3,58,233
20505.0,2,3,6,1183
20505.0,14,2,53,1143
20506.0,5,1,16,1273
20506.0,8,2,29,1274
20506.0,13,2,49,232
20507.0,6,1,20,332
20507.0,14,2,53,1324
20508.0,9,1,32,1272
20509.0,1,2,1,186
20509.0,10,2,37,1184
20510.0,3,2,9,1274
20510.0,12,1,44,233
20511.0,1,4,3,1323
20511.0,4,3,14,1324
20511.0,5,2,17,281
20511.0,14,1,52,1274
20512.0,6,1,20,1274
20512.0,14,2,53,233
20513.0,3,1,8,234
20514.0,8,4,31,384
20515.0,3,1,8,1274
20515.0,11,2,41,233
20516.0,1,1,0,383
20516.0,10,1,36,1376
20517.0,7,2,25,1429
20517.0,16,3,62,384
20518.0,3,4,11,281
20519.0,7,4,27,1274
20519.0,15,3,58,233
20520.0,1,2,1,1273
20520.0,10,1,36,232
20521.0,3,3,10,282
20521.0,12,4,47,1275
20522.0,8,3,30,382
20522.0,14,4,55,1374
20523.0,14,1,52,1320
20524.0,7,2,25,1274
20524.0,16,4,63,233
20525.0,8,4,31,71
20525.0,15,4,59,1075
20526.0,1,4,3,1106
20526.0,4,4,15,1107
20526.0,11,4,43,73
20527.0,2,1,4,1101
20527.0,11,1,40,68
20528.0,7,1,24,1274
20528.0,15,3,58,233
20529.0,2,4,7,187
20529.0,11,4,43,1185
20530.0,7,2,25,1325
20530.0,16,1,60,283
20531.0,2,3,6,232
20531.0,15,2,57,187
20532.0,3,2,9,282
20532.0,12,1,44,1275
20533.0,7,2,25,235
20533.0,13,4,51,1229
20533.0,16,3,62,1230
20534.0,1,1,0,232
20534.0,4,2,13,233
20534.0,9,2,33,1227
20535.0,5,4,19,1273
20535.0,8,3,30,1274
20535.0,13,3,50,232
20536.0,7,3,26,282
20536.0,16,3,62,1275
20537.0,3,1,8,383
20537.0,12,1,44,1376
20538.0,4,4,15,282
20538.0,9,3,34,1274
20539.0,3,1,8,1324
20539.0,12,1,44,282
20540.0,3,2,9,282
20540.0,12,2,45,1275
20541.0,2,4,7,1274
20541.0,10,3,38,233
20542.0,2,1,4,284
20542.0,10,2,37,1277
20543.0,7,2,25,598
20543.0,15,2,57,1594
20544.0,2,2,5,1274
20544.0,11,1,40,233
20545.0,11,2,41,233
20546.0,2,3,6,233
20546.0,11,4,43,1228
20547.0,7,3,26,1324
20547.0,16,4,63,282
20548.0,1,3,2,233
20548.0,10,4,39,1228
20549.0,6,1,20,331
20549.0,14,3,54,1323
20550.0,3,1,8,1481
20550.0,12,1,44,436
20551.0,3,3,10,1324
20551.0,12,3,46,282
20552.0,8,3,30,187
20553.0,1,2,1,232
20553.0,10,1,36,1227
20554.0,1,3,2,1184
20554.0,4,3,14,1185
20554.0,9,3,34,146
20555.0,2,2,5,232
20555.0,11,1,40,1227
20556.0,2,1,4,1323
20556.0,10,3,38,281
20557.0,6,3,22,1274
20557.0,15,3,58,233
20558.0,15,2,57,1275
20559.0,3,2,9,281
20559.0,12,2,45,1274
20560.0,6,2,21,1324
20560.0,15,4,59,282
20561.0,7,1,24,310
20561.0,14,2,53,1302
20562.0,1,3,2,331
20562.0,10,4,39,1323
20563.0,2,3,6,1184
20563.0,10,3,38,146
20564.0,3,4,11,1274
20564.0,16,2,61,1228
20565.0,2,2,5,1324
20565.0,11,3,42,282
20566.0,7,2,25,383
20566.0,16,3,62,1376
20567.0,7,3,26,233
20567.0,16,3,62,1228
20568.0,3,4,11,282
20568.0,11,3,42,1275
20569.0,5,3,18,281
20569.0,14,4,55,1274
20570.0,2,2,5,99
20570.0,11,3,42,1101
20571.0,2,2,5,331
20571.0,11,1,40,1323
20572.0,8,4,31,326
20572.0,16,3,62,1318
20573.0,4,4,15,186
20573.0,9,3,34,1183
20574.0,2,3,6,332
20574.0,16,1,60,282
20575.0,5,1,16,1274
20575.0,14,1,52,233
20576.0,4,3,14,1685
20576.0,14,1,52,1637
20577.0,15,4,59,187
20578.0,1,1,0,1273
20578.0,4,2,13,1274
20578.0,9,2,33,232
20579.0,2,2,5,1274
20579.0,11,1,40,233
20580.0,7,1,24,1274
20580.0,15,2,57,233
20581.0,5,1,16,281
20581.0,14,1,52,1274
20582.0,7,1,24,1274
20582.0,15,3,58,233
20583.0,1,3,2,1835
20583.0,14,2,53,1805
20584.0,8,1,28,1108
20584.0,15,1,56,74
20585.0,7,3,26,1275
20585.0,12,1,44,234
20586.0,8,1,28,282
20586.0,13,1,48,1274
20586.0,16,2,61,1275
20587.0,7,2,25,1274
20587.0,16,1,60,233
20588.0,5,2,17,231
20589.0,3,3,10,1376
20589.0,13,2,49,1324
20590.0,10,2,37,1323
20591.0,6,3,22,73
20591.0,14,3,54,1077
20592.0,6,3,22,232
20593.0,2,1,4,1274
20593.0,11,4,43,233
20594.0,1,1,0,589
20594.0,4,2,13,590
20594.0,10,1,36,1585
20595.0,8,1,28,1688
20595.0,16,4,63,644
20596.0,1,3,2,1428
20596.0,10,4,39,383
20597.0,7,1,24,1274
20597.0,15,3,58,233
20598.0,8,1,28,282
20598.0,13,1,48,1274
20599.0,3,3,10,282
20599.0,12,3,46,1275
20600.0,3,1,8,1183
20600.0,11,1,40,145
20601.0,15,3,58,233
20602.0,6,1,20,1274
20602.0,15,1,56,233
20603.0,3,1,8,281
20603.0,11,2,41,1274
20604.0,6,1,20,1227
20604.0,14,3,54,187
20605.0,8,4,31,334
20605.0,13,3,50,1325
20606.0,8,1,28,233
20606.0,13,1,48,1227
20607.0,3,4,11,1324
20608.0,1,3,2,106
20608.0,4,3,14,107
20609.0,5,1,16,1274
20609.0,14,1,52,233
20610.0,14,3,54,1184
20611.0,8,1,28,1274
20611.0,13,1,48,232
20612.0,1,2,1,232
20612.0,10,1,36,1227
20613.0,8,1,28,282
20613.0,13,4,51,1274
20613.0,16,3,62,1275
20614.0,2,4,7,1324
20614.0,11,4,43,282
20615.0,2,2,5,1274
20615.0,11,1,40,233
20616.0,2,3,6,1481
20616.0,11,3,42,436
20617.0,1,2,1,186
20617.0,10,1,36,1184
20618.0,3,4,11,436
20619.0,6,4,23,332
20619.0,14,3,54,1324
20620.0,2,2,5,232
20620.0,11,1,40,1227
20621.0,10,2,37,488
20622.0,3,1,8,233
20622.0,12,1,44,1228
20623.0,5,4,19,435
20623.0,8,3,30,436
20624.0,1,1,0,281
20624.0,4,2,13,282
20625.0,5,4,19,281
20625.0,8,3,30,282
20626.0,6,1,20,1274
20626.0,14,2,53,233
20627.0,7,4,27,1274
20627.0,15,3,58,233
20628.0,6,3,22,1274
20628.0,15,4,59,233
20629.0,10,3,38,1324
20630.0,6,2,21,1728
20630.0,14,2,53,687
20631.0,3,3,10,1274
20631.0,12,4,47,233
20631.0,13,1,48,1227
20631.0,16,2,61,1228
20632.0,7,1,24,1192
20632.0,14,4,55,153
20633.0,5,2,17,1227
20633.0,14,1,52,187
20634.0,7,1,24,1324
20634.0,15,2,57,282
20635.0,7,2,25,233
20635.0,16,1,60,1228
20636.0,1,3,2,281
20636.0,14,2,53,233
20637.0,6,1,20,1227
20637.0,14,2,53,187
20638.0,1,2,1,1226
20638.0,9,2,33,186
20639.0,7,4,27,1274
20639.0,15,3,58,233
20640.0,7,4,27,436
20641.0,7,4,27,187
20641.0,16,4,63,1185
20642.0,6,4,23,69
20643.0,7,2,25,1886
20643.0,14,2,53,859
20643.0,16,2,61,860
20644.0,5,3,18,232
20645.0,6,2,21,1273
20645.0,15,4,59,232
20646.0,2,2,5,539
20646.0,11,3,42,1534
20647.0,3,3,10,282
20647.0,12,3,46,1275
20648.0,2,2,5,281
20648.0,11,2,41,1274
20649.0,6,3,22,1226
20649.0,14,3,54,186
20650.0,7,1,24,1325
20650.0,15,3,58,283
20651.0,5,1,16,1228
20651.0,8,2,29,1229
20651.0,13,2,49,188
20652.0,2,3,6,1274
20652.0,11,4,43,233
20653.0,7,3,26,1324
20653.0,16,4,63,282
20654.0,6,2,21,1184
20654.0,15,1,56,146
20655.0,8,4,31,1274
20655.0,13,4,51,232
20656.0,2,1,4,281
20657.0,7,4,27,1274
20657.0,15,3,58,233
20658.0,1,4,3,331
20658.0,4,3,14,332
20658.0,14,2,53,281
20659.0,7,3,26,1274
20659.0,16,4,63,233
20660.0,1,2,1,71
20660.0,4,2,13,72
20660.0,11,2,41,1076
20661.0,6,1,20,232
20662.0,7,2,25,333
20662.0,16,4,63,1325
20663.0,3,4,11,232
20663.0,11,3,42,1227
20664.0,4,4,15,331
20664.0,9,4,35,1322
20664.0,12,3,46,1323
20665.0,6,2,21,1428
20665.0,15,2,57,383
20666.0,5,4,19,1324
20666.0,8,3,30,1325
20667.0,6,2,21,1275
20667.0,15,4,59,234
20668.0,9,1,32,74
20668.0,12,2,45,75
20669.0,4,4,15,1142
20669.0,15,1,56,1108
20670.0,3,2,9,1274
20670.0,12,1,44,233
20671.0,5,1,16,1144
20671.0,8,2,29,1145
20671.0,16,1,60,110
20672.0,7,1,24,282
20672.0,16,1,60,1275
20673.0,3,4,11,231
20673.0,11,4,43,1226
20674.0,2,1,4,590
20674.0,10,2,37,1586
20675.0,5,3,18,1274
